"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
5.1	335	977	972	978	0	0	0	2	1	0	1	1	1	0	1	2
5.2	341	977	977	974	1	3	1	1	0	0	0	0	0	2	0	1
5.3	342	979	976	976	0	0	0	1	0	1	0	1	3	1	0	0
5.4	344	976	974	976	0	1	0	2	1	1	1	0	2	1	0	0
5.5	356	977	970	981	1	2	2	0	2	0	1	2	1	0	1	0
5.6	362	976	974	981	1	0	0	0	0	1	0	0	1	0	3	1
5.7	364	976	976	974	1	1	0	0	1	1	2	0	0	0	1	1
5.8	368	974	972	976	1	0	1	0	0	2	0	0	1	1	1	1
5.9	372	982	980	972	0	0	1	1	1	1	2	1	1	0	0	1
6.	379	977	977	975	4	0	1	0	1	0	0	1	2	2	0	0
6.1	385	981	981	975	0	0	0	1	0	0	3	0	0	0	0	1
6.2	391	978	971	974	1	1	1	3	2	0	1	0	0	0	1	2
6.3	393	975	979	978	1	1	0	1	0	0	0	0	0	0	2	0
6.4	396	976	973	977	0	0	0	1	1	0	1	0	1	0	1	1
6.5	403	979	976	972	2	1	2	2	2	0	1	0	1	1	1	1
6.6	405	981	980	979	1	0	2	1	0	0	2	0	0	0	1	0
6.7	411	973	976	972	3	3	2	1	1	0	0	1	1	0	2	3
6.8	416	976	976	982	1	1	0	1	1	0	0	1	1	2	0	1
6.9	417	974	974	974	2	1	1	1	0	0	1	1	1	0	1	1
7.	424	977	975	971	2	2	2	2	2	0	0	0	0	1	0	0
7.1	432	979	976	983	2	0	3	0	0	0	0	0	0	0	1	1
7.2	437	975	982	979	2	2	1	2	2	1	0	0	0	0	0	0
7.3	439	978	978	983	1	1	0	1	1	1	0	0	0	0	0	2
7.4	443	977	973	980	1	1	0	2	1	0	0	0	1	1	1	0
7.5	447	979	981	982	1	0	1	1	1	0	1	0	0	0	0	1
7.6	448	974	983	983	0	1	0	0	2	2	1	0	0	0	0	1
7.7	449	978	976	976	2	1	2	2	1	0	2	1	0	0	0	0
7.8	451	981	977	977	0	1	3	1	2	0	0	0	1	1	2	1
7.9	456	983	977	975	1	1	1	1	1	2	0	0	0	0	1	1
8.	459	979	977	981	1	0	0	1	0	1	0	0	1	0	2	1
8.1	458	978	974	978	1	0	0	1	0	0	0	1	1	0	0	0
8.2	464	975	973	979	3	0	2	0	1	0	1	2	1	0	1	1
8.3	467	976	980	978	0	1	2	1	0	1	0	3	0	2	0	1
8.4	474	978	977	970	0	1	3	1	1	0	0	1	1	1	0	0
8.5	480	974	979	974	3	1	1	4	1	0	0	2	0	0	1	3
8.6	485	975	980	978	1	0	2	2	1	2	1	1	0	2	1	0
8.7	493	973	979	977	1	1	1	0	1	1	1	0	2	3	2	1
8.8	494	982	982	972	2	0	1	1	1	1	1	0	0	0	0	0
8.9	497	975	982	978	1	1	0	1	0	1	1	1	0	1	1	1
9.	499	975	980	977	2	1	0	2	1	2	0	1	1	2	0	0
9.1	503	972	976	979	1	2	0	1	1	6	0	1	1	1	1	0
9.2	509	980	977	979	1	0	0	1	1	4	0	1	0	1	2	2
9.3	515	978	978	979	3	1	0	0	0	2	0	0	1	2	1	3
9.4	519	979	981	975	1	0	0	1	0	0	1	1	0	3	1	2
9.5	521	971	979	982	1	1	2	2	1	2	0	1	1	0	1	0
9.6	523	972	975	985	1	4	0	1	0	3	0	0	0	1	1	0
9.7	523	983	983	979	0	1	1	0	2	1	2	0	0	0	0	0
9.8	534	986	973	974	0	2	1	3	1	1	3	1	0	1	0	0
9.9	541	979	978	983	1	0	1	2	0	0	0	1	0	1	0	3
10.	545	975	978	980	2	2	0	0	1	0	0	2	0	0	2	1
10.1	548	973	983	976	0	3	0	0	0	0	0	1	0	2	0	1
10.2	553	981	980	985	2	1	0	0	1	1	0	0	0	0	0	0
10.3	554	974	983	981	3	1	0	1	1	0	0	2	1	0	2	1
10.4	553	980	979	982	0	1	0	0	2	1	0	1	2	0	0	1
10.5	552	980	979	986	0	0	1	0	0	2	1	1	0	0	2	1
10.6	551	974	981	982	1	2	3	2	0	1	2	0	0	1	1	1
10.7	553	979	981	981	1	2	1	1	2	1	0	0	1	1	0	0
10.8	556	975	978	979	2	0	0	1	2	0	0	1	0	2	3	0
10.9	560	984	980	974	0	1	1	1	1	1	2	0	1	1	2	2
11.	565	981	975	976	1	0	1	2	0	1	1	1	0	1	1	0
11.1	573	981	982	984	1	0	2	1	1	0	0	0	0	0	0	0
11.2	580	984	980	975	2	0	2	0	1	1	1	0	1	0	2	1
11.3	583	986	976	979	0	1	1	1	0	1	0	1	1	0	1	0
11.4	587	980	979	986	0	1	0	1	0	3	0	0	0	1	1	1
11.5	591	978	977	981	0	1	0	0	1	4	0	0	0	0	0	2
11.6	598	979	982	978	1	1	1	1	1	1	0	0	0	0	1	1
11.7	604	984	984	981	1	0	1	1	1	1	0	1	0	1	1	0
11.8	605	983	977	983	1	0	1	2	0	0	0	1	1	0	0	0
11.9	605	982	982	983	0	1	4	2	1	0	0	0	0	2	0	0
12.	602	984	979	984	1	0	1	1	0	2	1	0	2	1	1	1
12.1	604	984	979	977	1	0	2	0	1	2	1	0	1	1	1	2
12.2	609	984	981	979	1	2	2	0	0	0	1	0	1	2	0	2
12.3	613	979	981	985	2	1	0	1	0	1	0	0	0	0	1	0
12.4	614	986	980	986	1	0	1	0	1	1	0	0	0	1	1	1
12.5	616	985	979	982	1	0	0	1	1	1	0	0	1	0	0	1
12.6	621	983	978	978	1	2	1	3	0	1	1	2	1	0	0	0
12.7	627	979	979	979	0	1	1	2	3	0	2	1	0	1	0	1
12.8	636	982	980	985	0	0	1	2	2	2	1	1	0	0	0	1
12.9	640	984	983	978	0	0	2	1	1	0	2	0	0	0	2	0
13.	645	979	987	981	0	0	0	5	3	1	0	1	0	0	1	0
13.1	645	980	982	985	0	1	3	1	2	1	0	1	0	0	0	0
13.2	642	977	978	983	0	5	1	2	0	2	0	2	0	3	1	1
13.3	643	981	979	984	1	1	2	0	1	0	1	0	1	0	0	1
13.4	642	980	986	982	0	1	1	0	1	1	2	0	1	1	0	0
13.5	647	977	981	979	1	0	2	0	1	2	0	2	0	0	1	0
13.6	654	988	986	981	1	1	0	1	2	0	2	0	0	0	0	1
13.7	659	980	979	986	2	0	1	2	1	2	0	1	0	0	1	0
13.8	660	972	985	980	1	0	1	2	4	0	1	2	1	2	0	1
13.9	661	980	980	981	2	0	1	0	0	2	0	2	0	0	2	1
14.	669	982	984	980	2	1	1	0	1	1	1	1	2	1	0	1
14.1	671	985	981	985	2	0	1	1	1	1	0	0	0	0	0	1
14.2	676	984	979	984	1	1	0	0	0	1	0	2	1	0	1	3
14.3	678	978	980	985	1	2	1	0	1	1	0	0	1	3	1	2
14.4	679	983	979	986	3	2	1	1	0	1	2	0	0	0	1	1
14.5	680	982	980	984	0	2	0	1	1	1	1	2	1	0	0	1
14.6	688	982	983	982	0	0	1	1	1	1	0	2	1	1	0	0
14.7	688	985	987	982	1	2	0	1	0	0	0	0	0	3	0	1
14.8	686	991	981	978	0	2	2	0	1	0	3	1	1	1	0	1
14.9	691	984	984	983	1	1	0	1	2	1	1	0	0	0	1	1
15.	698	982	983	985	1	1	0	3	0	0	0	0	0	1	2	1
15.1	698	982	979	986	1	2	1	1	1	0	0	0	1	0	0	0
15.2	702	984	979	987	1	1	0	0	0	0	0	0	0	1	2	4
15.3	705	986	989	985	1	0	1	0	0	0	0	2	0	0	0	0
15.4	709	985	987	984	1	2	1	0	0	0	0	1	0	2	0	0
15.5	711	979	979	987	1	4	0	1	0	1	0	0	1	0	1	0
15.6	716	981	989	987	2	1	0	0	1	1	0	2	0	0	0	2
15.7	718	983	983	988	1	0	1	0	1	1	0	1	1	1	0	0
15.8	714	981	983	982	1	0	2	2	1	0	1	1	0	1	1	0
15.9	717	983	977	982	1	1	0	1	3	0	2	0	0	0	1	3
16.	718	982	980	984	1	0	0	2	1	1	0	1	1	0	2	0
16.1	724	987	984	982	1	1	1	2	2	0	1	1	0	1	0	1
16.2	725	987	984	985	1	0	1	0	0	1	0	0	1	0	1	1
16.3	727	980	989	979	2	2	1	1	2	1	1	1	0	2	1	0
16.4	728	983	989	982	1	0	0	0	0	2	0	0	1	0	0	0
16.5	729	987	982	984	1	2	1	2	1	2	0	1	0	1	0	0
16.6	727	984	983	984	0	0	1	0	1	1	1	0	0	2	1	0
16.7	732	987	988	984	1	1	1	1	2	0	0	1	0	0	0	1
16.8	736	984	987	979	1	0	2	2	1	0	0	0	0	2	3	2
16.9	737	982	980	986	1	2	2	1	2	2	0	0	2	1	0	2
17.	732	987	980	987	0	0	0	1	0	1	0	1	1	1	0	2
17.1	738	988	986	988	0	0	2	2	1	0	0	1	0	0	1	0
17.2	739	986	984	986	2	1	2	1	0	0	2	0	1	0	0	0
17.3	742	987	988	984	2	0	1	1	0	1	0	0	0	0	1	0
17.4	743	988	985	984	3	0	0	1	2	2	0	1	0	1	0	0
17.5	747	992	982	986	0	2	0	0	0	1	1	0	0	1	0	1
17.6	750	990	984	978	1	1	1	0	1	0	2	0	0	0	0	3
17.7	750	985	985	984	1	1	3	2	0	1	1	0	0	0	3	0
17.8	749	983	981	984	1	0	1	2	1	1	1	1	3	1	2	1
17.9	754	984	987	987	0	1	0	2	1	1	0	2	1	1	1	0
18.	757	981	988	987	1	0	0	0	0	1	1	0	1	0	2	1
18.1	759	984	983	987	0	1	0	1	0	1	1	1	0	0	1	2
18.2	760	980	981	988	1	1	1	1	1	0	1	1	0	1	0	0
18.3	762	986	985	985	2	1	1	1	0	2	0	2	0	1	1	0
18.4	769	981	984	985	1	1	0	0	2	2	2	3	0	0	1	0
18.5	773	989	982	989	0	3	0	1	2	1	0	1	0	1	0	0
18.6	770	988	987	987	2	0	1	1	1	0	0	1	1	0	0	0
18.7	772	985	988	983	1	2	1	1	0	0	1	0	0	0	1	0
18.8	773	988	986	987	0	2	1	0	0	1	0	0	0	0	0	1
18.9	774	986	985	986	2	1	1	0	0	0	1	0	1	0	2	0
19.	775	989	986	987	0	2	1	1	0	2	2	0	1	0	0	2
19.1	773	987	986	980	2	0	2	0	1	1	0	1	0	1	2	2
19.2	780	984	985	987	2	0	1	1	0	1	0	2	0	0	0	1
19.3	782	981	984	987	2	4	1	3	2	1	1	0	0	0	0	1
19.4	783	988	985	986	1	0	2	0	3	0	1	0	1	4	1	0
19.5	788	989	989	986	0	1	4	0	0	0	1	0	0	1	2	0
19.6	790	987	983	990	0	0	0	0	0	2	2	2	1	1	1	0
19.7	795	984	985	987	2	3	0	1	0	1	0	1	0	0	2	1
19.8	797	987	988	986	0	1	0	0	0	1	0	0	1	1	1	0
19.9	803	987	989	989	1	0	0	1	0	0	0	0	0	1	1	1
20.	801	988	990	986	0	0	0	1	0	0	0	1	0	0	2	0
20.1	801	990	984	982	0	1	6	2	0	1	0	0	0	1	2	0
20.2	801	984	985	982	2	4	1	0	1	1	1	0	1	2	1	2
20.3	803	989	987	985	3	2	2	0	0	0	0	0	1	2	1	1
20.4	804	991	989	989	1	0	1	0	1	0	0	0	0	0	1	0
20.5	806	983	982	986	1	0	0	1	2	2	1	2	2	1	2	1
20.6	815	982	991	985	1	1	0	1	1	0	1	1	0	2	0	2
20.7	816	987	989	982	4	0	2	1	1	0	3	1	1	1	2	0
20.8	819	988	988	987	3	1	2	1	1	0	1	1	0	0	0	0
20.9	817	985	990	986	3	2	1	0	3	0	0	1	1	1	2	0
21.	825	988	987	990	1	1	3	1	1	0	0	0	0	2	0	0
21.1	832	990	986	992	1	1	1	1	0	0	0	1	0	0	2	1
21.2	837	989	987	989	0	1	0	2	0	0	1	0	1	2	2	2
21.3	839	990	992	990	0	0	0	2	1	0	0	0	0	0	0	2
21.4	839	987	986	983	1	2	1	1	2	2	0	0	1	2	1	1
21.5	842	988	990	987	0	2	1	2	1	1	0	0	0	2	0	0
21.6	841	986	988	992	0	1	0	1	1	1	0	2	1	0	2	0
21.7	844	988	991	989	2	2	0	0	1	0	1	2	0	1	1	0
21.8	847	990	992	988	1	2	0	1	2	1	0	0	0	0	0	0
21.9	847	987	990	988	0	1	0	1	1	1	0	1	0	3	1	1
22.	845	989	988	989	0	0	1	1	2	0	1	2	3	0	0	0
22.1	851	988	988	989	2	0	1	3	2	2	0	0	1	0	0	1
22.2	851	989	992	988	3	0	0	1	1	0	0	0	0	2	0	0
22.3	856	986	991	990	0	0	0	0	2	1	1	1	0	1	1	0
22.4	861	989	985	988	1	2	3	0	0	1	1	1	1	1	0	1
22.5	864	990	989	990	0	1	0	0	2	3	1	1	0	1	1	0
22.6	865	988	989	987	1	0	1	1	1	2	1	2	1	3	0	0
22.7	867	991	988	985	1	0	3	2	1	0	0	0	0	2	0	1
22.8	866	988	987	990	0	0	0	1	1	0	1	1	1	0	4	0
22.9	869	988	986	987	0	1	4	1	0	1	1	0	0	2	0	1
23.	870	992	992	994	0	1	0	0	1	1	0	0	2	1	0	0
23.1	873	987	990	990	0	1	3	3	2	1	1	1	1	0	2	0
23.2	876	989	992	994	1	1	0	0	1	0	0	1	1	0	0	1
23.3	876	991	992	994	0	1	1	1	1	1	0	0	1	1	0	1
23.4	875	991	991	988	0	1	2	0	0	1	3	2	0	2	0	0
23.5	879	991	990	991	1	0	1	0	1	0	0	0	1	1	0	2
23.6	879	990	992	989	2	0	1	0	2	1	1	1	2	1	0	2
23.7	881	986	988	991	1	0	1	1	0	1	1	2	0	0	0	0
23.8	883	988	993	990	0	0	0	0	1	0	0	0	0	1	2	0
23.9	884	990	991	990	1	0	0	0	2	0	1	1	0	1	1	0
24.	880	987	987	989	1	0	0	1	0	3	1	1	0	1	2	1
24.1	879	989	992	986	2	0	1	0	1	1	0	0	0	1	1	2
24.2	879	985	988	984	1	0	2	1	2	1	1	1	1	4	0	3
24.3	883	984	986	993	1	3	0	1	1	1	0	2	0	1	1	0
24.4	886	989	993	991	1	0	0	1	2	0	0	0	0	2	0	0
24.5	887	990	990	990	0	1	0	0	0	0	3	1	0	2	0	1
24.6	891	993	992	991	3	2	1	0	0	0	0	0	1	1	1	1
24.7	890	990	992	989	1	1	0	0	0	1	1	1	0	1	0	1
24.8	891	994	994	990	1	0	2	2	0	0	1	0	0	1	0	0
24.9	890	989	990	992	1	0	0	0	2	0	0	0	2	0	1	0
25.	895	991	990	992	1	1	0	1	1	1	1	0	0	0	0	0
25.1	897	991	990	994	0	2	0	0	1	1	0	0	0	0	2	2
25.2	896	990	987	990	0	1	1	0	0	2	1	1	0	1	1	1
25.3	897	991	992	995	0	1	0	0	0	0	0	0	0	1	0	2
25.4	898	993	994	992	1	0	1	1	1	0	0	1	1	0	0	1
25.5	899	993	986	990	1	2	1	1	1	0	0	0	2	1	1	2
25.6	898	988	988	990	1	2	1	1	3	0	1	1	0	1	1	1
25.7	897	990	987	995	1	0	1	0	0	1	0	0	0	0	1	2
25.8	893	993	990	993	0	1	0	0	1	0	1	1	1	0	1	0
25.9	895	992	987	992	0	0	2	1	2	0	0	0	3	1	0	0
26.	897	990	988	993	0	2	0	0	0	0	1	1	2	1	0	1
26.1	895	993	991	990	1	0	2	1	1	0	3	2	0	0	0	1
26.2	896	990	989	991	1	0	1	0	1	1	1	1	1	0	1	2
26.3	899	989	992	993	2	0	0	1	1	3	0	0	3	1	0	0
26.4	900	991	991	993	0	0	2	0	1	1	3	0	1	0	0	0
26.5	903	990	989	991	0	1	1	1	0	1	1	1	0	0	1	0
26.6	908	991	987	994	1	3	1	0	1	2	0	0	1	1	2	0
26.7	908	991	989	991	0	0	2	2	0	1	0	1	0	0	0	2
26.8	909	993	996	992	0	0	0	0	1	0	0	1	0	3	0	1
26.9	912	988	992	994	1	1	0	1	1	0	0	0	0	0	2	0
27.	909	989	994	991	2	0	1	0	1	0	0	1	0	2	1	0
27.1	910	993	993	987	2	0	1	1	2	0	0	0	2	0	0	0
27.2	909	989	988	991	2	1	2	0	0	1	0	1	2	0	0	1
27.3	909	991	989	991	0	1	1	0	1	0	1	1	2	1	0	0
27.4	908	992	990	991	1	1	2	0	0	1	0	0	0	1	1	0
27.5	906	987	992	994	1	4	0	0	1	0	0	1	0	1	0	0
27.6	908	990	993	991	0	1	0	1	1	0	0	1	1	1	1	1
27.7	910	994	992	990	0	1	2	0	1	0	0	1	0	1	0	1
27.8	910	992	990	990	1	2	2	2	1	0	0	1	0	0	0	0
27.9	912	991	992	991	0	1	0	2	3	2	0	1	0	0	0	0
28.	914	991	990	991	2	1	1	2	1	3	1	1	0	0	0	0
28.1	911	990	992	992	0	0	1	0	1	1	2	1	1	0	1	0
28.2	913	989	991	992	1	0	2	2	0	1	0	2	1	1	2	2
28.3	919	986	992	989	2	2	0	1	3	2	3	1	2	1	0	2
28.4	925	995	994	992	1	0	1	1	1	1	0	0	0	0	0	1
28.5	926	995	993	994	1	0	0	1	0	1	0	0	0	0	1	1
28.6	922	988	989	990	2	0	2	0	4	1	1	2	1	1	0	0
28.7	926	994	993	991	1	0	0	0	2	1	1	0	0	1	1	1
28.8	929	994	992	994	1	0	0	1	1	1	0	0	0	1	2	2
28.9	931	994	993	993	0	1	0	0	1	0	1	1	1	0	0	0
29.	935	992	991	992	1	2	0	1	3	2	0	0	0	1	0	0
29.1	931	993	991	992	2	1	2	1	1	0	1	1	1	0	0	1
29.2	930	991	995	995	0	3	1	0	1	0	0	2	0	0	0	0
29.3	928	993	992	991	2	1	2	1	0	1	1	0	0	2	0	1
29.4	929	993	992	992	1	0	0	3	1	1	0	0	1	1	0	0
29.5	931	995	995	992	0	1	0	0	0	1	1	0	0	1	0	0
29.6	931	995	994	991	0	1	0	1	0	0	0	0	1	0	0	0
29.7	934	991	995	993	1	1	1	0	1	0	0	0	0	1	0	1
29.8	931	993	995	993	0	0	0	0	2	0	0	0	1	2	0	0
29.9	927	989	991	990	2	1	1	1	2	0	1	2	1	1	0	0
30.	930	990	994	993	1	0	0	1	1	1	0	1	0	1	1	0
30.1	931	989	996	992	3	2	2	0	0	0	0	1	0	4	0	1
30.2	930	989	990	987	1	3	3	0	2	0	1	1	1	3	1	0
30.3	932	992	994	992	2	1	0	1	0	2	2	0	0	0	2	1
30.4	931	991	993	990	1	0	0	1	2	1	1	1	0	0	2	0
30.5	931	991	990	990	1	2	1	2	1	1	0	0	0	2	2	1
30.6	932	995	991	992	1	2	1	2	0	1	0	0	0	0	0	0
30.7	928	997	989	991	0	1	0	3	0	1	2	0	2	0	1	0
30.8	934	995	992	993	2	0	1	1	0	1	0	0	0	0	1	2
30.9	935	994	994	992	1	0	2	1	0	0	0	0	0	2	1	0
31.	936	995	994	991	0	0	2	0	0	0	0	1	0	1	1	0
31.1	934	992	991	991	1	0	1	0	1	1	3	1	2	0	1	0
31.2	931	993	992	992	0	1	1	0	0	1	1	1	1	1	0	1
31.3	926	996	988	993	0	0	0	2	1	1	2	0	1	0	2	1
31.4	929	996	993	993	0	0	2	2	0	0	1	0	0	1	0	0
31.5	928	993	993	994	2	1	1	0	1	0	0	0	0	0	0	0
31.6	929	991	993	990	1	0	1	2	4	1	1	1	0	2	0	1
31.7	931	995	994	989	2	0	1	2	0	0	1	0	0	1	0	2
31.8	932	994	994	994	0	1	0	0	0	1	0	0	0	0	0	0
31.9	931	992	993	993	1	1	1	1	0	1	1	0	0	0	2	0
32.	930	990	993	992	2	0	1	0	0	1	0	0	0	0	0	1
32.1	929	993	989	992	1	3	0	1	1	1	1	0	0	1	1	0
32.2	929	989	990	994	1	2	1	1	1	0	0	3	0	0	1	0
32.3	927	992	993	992	0	0	1	1	1	1	1	2	1	1	0	1
32.4	928	992	995	992	0	0	1	3	0	1	0	1	0	1	0	0
32.5	926	992	996	993	0	0	0	1	1	0	1	0	1	0	0	1
32.6	926	992	993	993	0	1	0	1	0	0	0	1	0	1	0	2
32.7	927	993	994	993	0	1	1	0	0	0	0	0	1	0	0	0
32.8	929	992	989	993	2	0	0	1	0	1	0	0	1	0	1	0
32.9	927	992	990	994	2	0	0	0	1	2	0	2	0	0	0	1
33.	926	992	989	991	2	2	2	1	1	0	1	1	2	1	0	1
33.1	928	994	993	991	1	1	3	1	1	0	1	1	0	0	0	0
33.2	928	989	993	990	1	1	3	1	1	1	1	0	0	1	0	0
33.3	931	992	991	991	1	2	1	0	1	3	0	0	0	1	0	1
33.4	933	994	995	991	0	1	1	0	2	1	0	0	0	1	1	0
33.5	934	995	994	994	0	0	1	0	0	1	0	0	1	1	0	0
33.6	935	992	995	994	0	0	1	1	0	1	0	1	0	1	0	0
33.7	932	993	994	994	0	0	0	0	1	1	0	1	0	0	0	1
33.8	932	988	994	992	2	1	0	2	0	0	1	1	0	1	2	0
33.9	931	990	992	990	0	0	2	2	2	1	0	3	1	1	0	0
34.	934	990	992	991	1	0	1	2	1	2	0	1	1	0	1	0
34.1	937	993	994	994	1	1	1	0	0	0	0	0	0	1	0	0
34.2	936	991	991	993	3	1	2	2	1	1	0	1	0	0	0	0
34.3	936	989	993	992	1	1	2	0	2	0	1	0	1	2	1	1
34.4	934	992	991	993	0	1	2	1	0	1	1	2	0	2	0	0
34.5	936	988	996	994	0	0	0	1	2	0	1	2	0	2	0	0
34.6	936	994	995	996	0	1	0	1	2	0	0	0	0	0	0	0
34.7	936	993	990	994	1	2	2	3	0	2	0	0	0	0	1	0
34.8	936	991	992	994	2	2	0	0	0	3	0	0	0	0	1	0
34.9	937	992	993	993	1	1	0	1	1	2	0	0	1	0	0	0
35.	932	988	994	993	3	0	0	2	1	0	0	3	0	0	1	0
35.1	933	991	993	990	1	0	1	4	1	1	0	0	0	1	0	0
35.2	936	989	994	991	1	3	2	1	1	0	0	0	1	2	0	1
35.3	935	993	994	995	1	0	0	0	0	0	1	0	1	0	1	0
35.4	937	992	993	994	1	2	0	0	1	1	0	0	1	2	0	1
35.5	941	993	994	992	1	1	0	1	0	0	0	1	1	0	1	0
35.6	947	993	994	994	1	0	1	3	0	2	1	0	0	0	1	0
35.7	947	993	996	995	1	1	0	1	0	0	0	3	0	0	0	0
35.8	949	991	992	993	4	2	2	0	3	0	0	0	2	0	0	0
35.9	947	990	992	996	2	2	1	0	2	2	1	2	1	1	0	0
36.	946	997	995	993	1	0	0	0	0	1	2	0	1	0	0	2
36.1	945	994	994	993	1	1	0	0	1	1	1	0	0	0	1	1
36.2	944	995	994	992	1	0	1	1	1	0	0	1	1	1	0	0
36.3	943	995	992	993	1	1	1	0	0	0	1	1	1	0	2	1
36.4	941	992	989	992	0	1	2	0	0	0	2	1	3	3	1	0
36.5	945	993	995	993	1	0	1	0	1	0	1	1	1	0	2	0
36.6	946	993	993	996	0	3	1	0	0	0	0	1	0	1	2	1
36.7	946	994	991	992	1	2	0	2	1	2	0	0	0	0	1	2
36.8	947	992	993	996	0	0	1	0	0	0	1	2	1	0	2	0
36.9	949	993	992	995	0	2	0	1	1	2	1	1	0	1	1	0
37.	948	995	993	991	0	1	0	1	1	1	4	0	1	0	0	0
37.1	951	993	996	997	0	1	0	0	0	0	0	1	1	0	0	2
37.2	948	991	994	995	0	1	1	0	0	1	2	2	1	0	0	0
37.3	952	995	992	994	0	1	2	1	0	0	0	1	1	0	1	0
37.4	954	995	996	988	2	1	1	2	1	0	2	1	0	0	0	1
37.5	952	994	993	994	1	1	1	0	0	1	0	1	0	0	0	0
37.6	950	993	994	995	0	0	1	2	1	0	1	2	0	0	1	1
37.7	951	994	996	993	0	0	1	1	1	0	2	0	0	1	0	0
37.8	953	994	993	994	0	0	0	1	1	2	0	2	0	0	0	1
37.9	955	995	994	994	0	0	0	0	0	1	2	0	0	1	0	1
38.	955	993	995	995	2	1	0	1	0	1	1	2	0	0	0	0
38.1	958	995	991	997	0	3	0	0	0	1	0	0	0	0	1	1
38.2	961	996	995	995	1	0	0	1	0	0	0	0	1	0	1	1
38.3	962	994	996	992	2	0	1	0	1	0	0	1	0	1	2	2
