"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
15.9	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.1	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.2	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.3	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.4	998	999	998	999	1	1	1	0	0	0	0	0	1	0	0	0
16.5	998	999	999	998	1	1	1	0	0	0	1	0	0	0	0	0
16.6	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
16.7	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
16.8	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
16.9	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
17.	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
17.1	997	999	999	999	0	0	0	0	0	1	1	0	0	0	1	0
17.2	998	1000	999	1000	0	0	0	0	0	0	0	0	0	0	0	0
17.3	998	1000	999	1000	0	0	0	0	0	0	0	0	0	0	0	0
17.4	996	999	999	998	0	0	0	1	0	0	1	1	0	0	0	1
17.5	998	1000	999	999	0	0	0	1	0	0	0	0	0	0	0	1
17.6	998	1000	1000	999	0	0	0	0	0	0	0	0	0	0	0	0
17.7	998	1000	999	999	0	0	0	1	0	0	0	0	0	0	0	1
17.8	998	999	999	999	0	0	0	1	1	1	0	0	0	0	0	0
17.9	998	999	999	999	0	0	0	1	1	1	0	0	0	0	0	0
18.	997	998	999	998	1	0	1	1	1	0	0	1	0	0	0	0
18.1	997	999	999	998	1	0	1	1	0	0	0	0	0	0	0	0
18.2	996	999	998	997	1	0	1	1	1	0	1	0	1	0	0	0
18.3	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
18.4	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
18.5	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
18.6	998	1000	998	998	0	0	2	2	0	0	0	0	0	0	0	0
18.7	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
18.8	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
18.9	998	999	999	999	0	1	0	0	0	1	1	0	0	0	0	0
19.	997	999	997	999	0	1	1	1	0	1	0	0	1	0	0	0
19.1	997	999	998	998	0	1	1	1	0	1	1	0	0	0	0	0
19.2	997	999	998	998	0	1	1	1	0	1	1	0	0	0	0	0
19.3	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
19.4	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
19.5	998	999	999	998	1	1	1	0	0	0	1	0	0	0	0	0
19.6	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
19.7	997	997	998	999	1	2	1	0	0	1	0	1	0	0	0	0
19.8	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
19.9	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
20.	998	999	998	1000	0	1	0	0	0	1	0	0	1	0	0	0
20.1	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.2	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.3	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.4	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.5	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.6	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.7	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.8	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
20.9	997	999	999	997	1	1	1	0	0	0	2	0	0	0	0	0
21.	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
21.1	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
21.2	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
21.3	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
21.4	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
21.5	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
21.6	998	999	999	999	1	1	0	0	0	0	0	0	0	0	0	1
21.7	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
21.8	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
21.9	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
22.	998	999	998	999	1	1	1	0	0	0	0	0	1	0	0	0
22.1	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
22.2	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
22.3	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
22.4	997	999	998	997	1	1	2	1	0	0	1	0	0	0	0	0
22.5	998	998	998	998	2	2	2	0	0	0	0	0	0	0	0	0
22.6	998	999	998	999	1	1	1	0	0	0	0	0	1	0	0	0
22.7	996	998	997	998	2	1	1	0	1	0	0	0	2	0	0	0
22.8	997	999	998	997	1	1	2	1	0	0	1	0	0	0	0	0
22.9	997	998	998	998	1	1	2	1	0	0	0	1	0	0	0	0
23.	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
23.1	997	999	998	997	1	1	2	1	0	0	1	0	0	0	0	0
23.2	998	999	998	999	1	1	1	0	0	0	0	0	1	0	0	0
23.3	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
23.4	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
23.5	998	998	999	999	1	1	0	0	1	1	0	0	0	0	0	0
23.6	997	999	999	1000	0	0	0	0	0	0	0	0	0	0	1	0
23.7	997	999	999	1000	0	0	0	0	0	0	0	0	0	0	1	0
23.8	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
23.9	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
24.	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
24.1	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
24.2	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
24.3	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
24.4	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
24.5	997	998	1000	999	1	0	0	0	0	0	0	1	0	0	0	0
24.6	996	997	999	999	1	1	0	0	0	1	0	1	0	0	0	0
24.7	997	999	999	999	0	1	0	0	0	1	0	0	0	0	0	0
24.8	996	999	999	998	0	1	0	0	0	1	1	0	0	0	0	0
24.9	995	998	998	997	1	1	0	1	1	1	1	0	0	0	0	1
25.	997	999	998	998	1	1	1	1	0	0	0	0	0	0	0	1
25.1	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
25.2	996	998	997	998	1	1	2	1	0	0	0	1	1	0	0	0
25.3	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
25.4	997	998	997	998	1	2	2	1	0	1	0	0	0	0	0	0
25.5	996	997	998	998	1	1	1	1	1	1	0	1	0	0	0	0
25.6	996	998	998	998	1	1	0	1	1	1	0	0	0	0	0	1
25.7	996	998	998	998	1	1	0	1	1	1	0	0	0	0	0	1
25.8	998	999	999	999	0	1	1	0	0	0	0	0	0	1	0	0
25.9	998	999	999	999	0	1	1	0	0	0	0	0	0	1	0	0
26.	998	999	999	999	0	1	1	0	0	0	0	0	0	1	0	0
26.1	998	999	998	1000	0	1	0	0	0	1	0	0	1	0	0	0
26.2	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
26.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.5	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
26.6	998	1000	1000	998	0	0	0	0	0	0	2	0	0	0	0	0
26.7	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
26.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.9	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
27.	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
27.1	998	998	999	999	1	1	0	0	1	1	0	0	0	0	0	0
27.2	998	998	999	999	1	1	0	0	1	1	0	0	0	0	0	0
27.3	997	999	998	999	1	1	0	0	0	0	0	0	1	0	0	1
27.4	998	998	999	999	1	1	0	0	1	1	0	0	0	0	0	0
27.5	998	998	999	999	1	1	0	0	1	1	0	0	0	0	0	0
27.6	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
27.7	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
27.8	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
27.9	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
28.	998	998	999	1000	0	1	0	0	0	1	0	1	0	0	0	0
28.1	998	999	998	1000	0	1	0	0	0	1	0	0	1	0	0	0
28.2	998	998	999	1000	0	1	0	0	0	1	0	1	0	0	0	0
28.3	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
28.4	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
28.5	995	997	998	997	2	1	1	1	1	0	0	1	0	0	0	1
28.6	996	998	998	998	1	1	1	1	0	0	0	1	0	0	0	1
28.7	995	997	998	998	1	1	1	1	0	0	0	2	0	0	0	1
28.8	997	999	998	998	1	1	1	1	0	0	0	0	0	0	0	1
28.9	997	1000	998	998	0	0	1	2	0	0	0	0	0	0	0	1
29.	997	1000	998	998	0	0	1	2	0	0	0	0	0	0	0	1
29.1	998	1000	998	998	0	0	2	2	0	0	0	0	0	0	0	0
29.2	996	1000	997	997	0	0	2	2	0	0	1	0	1	0	0	0
29.3	995	998	996	997	1	2	3	1	0	1	0	0	0	0	0	0
29.4	995	997	998	997	1	2	2	0	1	0	0	0	0	2	0	0
29.5	993	996	997	997	2	1	2	1	1	1	0	1	0	0	0	0
29.6	994	997	997	998	1	2	2	1	0	1	0	0	0	0	0	0
29.7	995	997	997	997	2	2	3	1	0	0	0	0	0	0	0	0
29.8	994	995	997	997	3	3	3	0	0	0	0	1	0	0	0	0
29.9	995	996	998	997	3	2	2	0	1	0	0	0	0	0	0	0
30.	995	997	997	996	3	2	3	0	1	0	0	0	0	0	0	0
30.1	995	997	998	997	2	1	1	0	2	1	0	0	0	0	0	0
30.2	995	997	999	997	2	0	1	0	2	0	0	1	0	0	0	0
30.3	997	999	999	998	1	0	1	0	1	0	0	0	0	0	0	0
30.4	997	999	1000	998	1	0	0	0	1	0	0	0	0	0	0	0
30.5	997	999	1000	998	1	0	0	0	1	0	0	0	0	0	0	0
30.6	995	996	1000	998	2	0	0	0	1	0	0	2	0	0	0	0
30.7	997	998	1000	998	2	0	0	0	1	0	0	0	0	0	0	0
30.8	997	998	1000	998	2	0	0	0	1	0	0	0	0	0	0	0
30.9	997	998	999	998	1	1	1	0	1	0	0	0	0	1	0	0
31.	997	999	998	998	0	0	1	2	1	1	0	0	0	0	0	0
31.1	998	999	999	999	0	0	0	1	1	1	0	0	0	0	0	0
31.2	997	999	999	999	0	0	0	0	1	1	0	0	0	0	0	0
31.3	997	999	999	998	0	0	0	1	1	1	1	0	0	0	0	0
31.4	998	999	999	999	0	0	0	1	1	1	0	0	0	0	0	0
31.5	997	998	999	999	0	0	0	1	1	1	0	1	0	0	0	0
31.6	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
31.7	998	999	999	999	1	0	1	0	0	0	0	0	0	0	1	0
31.8	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
31.9	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
32.	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
32.1	997	999	998	998	1	0	1	1	1	0	0	0	1	0	0	0
32.2	998	999	999	998	1	0	1	1	1	0	0	0	0	0	0	0
32.3	998	999	999	999	0	0	1	1	0	0	0	1	0	0	0	0
32.4	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
32.5	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
32.6	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
32.7	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
32.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.2	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
33.3	998	998	998	1000	0	2	0	0	0	2	0	0	0	0	0	0
33.4	998	998	998	1000	0	2	0	0	0	2	0	0	0	0	0	0
33.5	998	998	998	1000	0	2	0	0	0	2	0	0	0	0	0	0
33.6	997	997	998	1000	0	2	0	0	0	2	0	1	0	0	0	0
33.7	996	997	996	1000	0	3	0	0	0	3	0	0	1	0	0	0
33.8	996	998	999	1000	0	1	0	0	0	1	0	1	0	0	0	0
33.9	997	999	998	1000	0	1	0	0	0	1	0	0	0	0	0	0
34.	997	999	998	1000	0	1	0	0	0	1	0	0	0	0	0	0
34.1	997	999	998	999	1	1	1	0	0	0	0	0	0	0	0	0
34.2	996	998	998	998	1	1	1	0	1	1	0	0	0	0	0	0
34.3	997	998	999	999	0	1	0	0	1	1	0	0	0	1	0	0
34.4	996	999	999	999	0	0	0	0	0	1	1	0	0	0	0	0
34.5	995	999	996	1000	0	1	0	0	0	1	0	0	2	0	0	0
34.6	997	999	998	1000	0	1	0	0	0	1	0	0	0	0	0	0
34.7	996	999	998	999	0	1	0	0	0	1	1	0	0	0	0	0
34.8	997	999	998	999	0	1	1	0	0	1	0	0	0	0	0	0
34.9	996	999	997	997	1	1	2	1	0	0	1	0	1	0	0	0
35.	998	999	998	999	0	1	1	1	0	1	0	0	0	0	0	0
35.1	998	999	998	999	0	1	1	1	0	1	0	0	0	0	0	0
35.2	998	999	998	999	0	1	1	1	0	1	0	0	0	0	0	0
35.3	998	999	998	999	0	1	1	1	0	1	0	0	0	0	0	0
35.4	996	998	998	998	1	0	0	1	2	1	0	0	1	0	0	0
35.5	997	998	998	998	1	1	1	1	1	1	0	0	0	0	0	0
35.6	997	998	998	998	2	2	1	0	0	0	0	0	0	0	0	1
35.7	997	998	998	998	2	2	1	0	0	0	0	0	0	0	0	1
35.8	998	998	998	998	2	2	2	0	0	0	0	0	0	0	0	0
35.9	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
36.	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
36.1	998	999	998	998	1	1	2	1	0	0	0	0	0	0	0	0
36.2	997	999	998	997	1	1	2	1	0	0	1	0	0	0	0	0
36.3	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
36.4	998	1000	999	998	0	0	1	1	0	0	1	0	0	0	0	0
36.5	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
36.6	998	1000	999	998	0	0	1	1	0	0	1	0	0	0	0	0
36.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
37.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
37.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
37.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
37.3	998	999	998	1000	0	1	0	0	0	1	0	0	1	0	0	0
37.4	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
37.5	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
37.6	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
37.7	998	998	998	999	1	2	1	0	0	1	0	0	0	0	0	0
