"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
38.4	144	944	948	950	3	2	4	1	1	5	0	1	3	6	7	2
38.5	145	958	960	955	2	3	3	1	4	2	3	1	2	3	2	0
38.6	148	953	958	958	2	1	2	2	3	1	2	5	0	3	2	2
38.7	153	954	945	960	3	4	4	1	1	2	2	5	5	2	4	1
38.8	147	947	951	954	3	6	2	3	4	5	3	1	3	3	0	5
38.9	147	953	959	952	5	3	4	0	3	3	1	3	3	1	3	3
39.	146	948	959	953	7	2	1	3	0	4	2	2	0	3	2	2
39.1	146	961	950	963	4	1	2	0	2	3	0	1	1	0	3	1
39.2	146	956	955	962	0	0	2	2	1	5	2	4	2	2	2	3
39.3	142	950	955	953	3	3	2	5	5	1	3	3	0	3	1	6
39.4	147	958	954	958	3	3	2	1	4	2	3	1	1	1	2	1
39.5	145	957	947	951	4	4	3	0	2	0	4	2	2	3	2	5
39.6	144	956	955	958	1	1	1	2	1	1	3	4	2	0	3	1
39.7	146	949	950	952	1	4	2	3	5	3	2	2	5	3	1	2
39.8	150	949	956	948	3	3	5	2	0	2	3	3	2	1	2	3
39.9	150	948	963	942	6	2	5	3	4	1	4	5	1	5	4	1
40.	150	953	948	959	1	1	6	1	0	2	0	2	1	2	3	3
40.1	145	955	950	950	2	0	5	2	1	2	3	3	0	7	2	2
40.2	143	956	955	950	1	4	5	3	3	2	0	2	2	3	2	3
40.3	143	961	947	960	1	6	3	3	1	2	2	1	3	4	3	2
40.4	146	955	952	953	4	1	2	1	1	0	4	1	4	3	1	0
40.5	147	959	956	951	4	3	2	2	3	3	4	1	2	2	1	0
40.6	140	948	960	955	3	6	1	0	2	2	2	3	2	2	1	2
40.7	141	938	953	957	2	5	1	2	4	5	2	2	0	1	2	2
40.8	139	959	956	954	5	2	5	1	2	1	3	3	2	2	2	1
40.9	137	958	958	954	1	2	3	1	5	0	4	2	5	2	3	1
41.	141	960	950	943	1	2	4	2	3	2	3	1	2	2	2	3
41.1	139	959	949	949	5	2	2	2	4	3	1	1	2	2	0	1
41.2	141	955	951	957	4	2	1	1	2	4	5	2	2	0	2	2
41.3	138	952	961	946	3	3	0	3	1	2	3	6	2	3	2	1
41.4	140	949	957	952	3	4	2	1	2	4	2	4	2	5	2	2
41.5	140	956	954	953	1	2	1	1	2	2	6	2	2	1	2	3
41.6	141	947	952	953	5	1	3	2	2	0	1	5	2	3	4	2
41.7	144	951	945	952	1	0	5	4	3	3	3	2	3	3	7	3
41.8	145	953	958	953	5	1	1	4	2	0	1	2	2	2	3	4
41.9	144	950	952	960	1	5	1	1	2	5	2	2	0	3	5	1
42.	146	954	942	954	1	4	4	3	0	3	2	1	3	3	1	1
42.1	144	956	952	957	2	1	2	4	0	0	1	2	5	3	2	2
42.2	145	963	951	950	2	4	1	2	3	2	4	4	4	2	0	2
42.3	143	958	954	954	2	8	3	5	2	2	3	0	0	2	4	2
42.4	143	955	962	958	2	1	4	0	3	2	4	1	0	4	2	2
42.5	142	940	959	952	3	5	5	3	4	1	0	3	0	4	1	4
42.6	140	956	955	949	2	2	1	3	3	2	3	5	4	1	0	1
42.7	138	948	953	955	5	3	3	2	3	1	1	5	1	4	1	4
42.8	139	954	957	948	2	2	2	3	1	2	5	2	0	3	3	3
42.9	131	953	945	958	4	4	0	4	0	3	2	2	1	1	2	3
43.	127	946	953	953	2	3	2	3	3	3	3	7	2	2	4	3
43.1	127	952	955	965	1	0	1	3	3	2	2	3	2	1	0	2
43.2	127	952	951	955	2	5	1	5	2	2	0	3	1	2	3	2
43.3	125	956	956	955	0	3	1	3	2	0	1	0	2	0	1	3
43.4	122	958	955	943	1	3	4	1	3	3	2	2	2	2	1	4
43.5	130	950	945	951	4	3	5	3	2	4	3	2	2	2	3	3
43.6	132	949	963	951	1	0	4	3	3	2	0	0	0	2	0	3
43.7	132	958	955	959	2	5	3	1	2	2	0	4	2	0	3	2
43.8	134	946	947	944	3	5	5	7	4	6	3	5	0	3	3	3
43.9	136	957	959	959	3	2	1	2	2	1	1	5	2	3	0	1
44.	135	961	947	958	1	0	5	3	2	3	1	3	0	3	3	3
44.1	132	962	950	958	1	7	5	1	2	5	3	2	1	1	2	0
44.2	133	952	961	950	0	6	1	1	3	1	1	3	2	1	1	2
44.3	137	958	953	960	1	3	5	3	1	0	2	1	3	2	2	1
44.4	136	949	950	950	3	0	1	3	3	4	2	2	3	7	6	2
44.5	145	948	949	953	3	4	2	3	3	5	3	1	5	3	2	0
44.6	147	941	953	954	1	5	3	1	4	1	1	4	4	5	4	1
44.7	153	946	954	954	2	2	0	4	2	2	1	6	4	0	5	4
44.8	151	952	957	954	2	4	1	1	1	3	3	2	1	3	2	4
44.9	149	953	948	950	0	5	1	4	4	1	4	3	5	5	1	1
45.	151	950	956	957	2	5	2	2	3	2	1	3	3	2	1	4
45.1	151	951	954	957	3	1	1	1	5	4	3	5	1	0	2	1
45.2	149	959	958	949	3	0	2	2	4	5	5	1	3	1	6	4
45.3	147	948	960	954	2	2	3	2	5	2	2	2	2	3	0	2
45.4	142	962	950	949	1	1	1	4	3	2	3	2	5	4	4	1
45.5	141	949	960	949	1	1	1	1	5	1	2	5	0	3	2	2
45.6	142	955	949	962	4	4	3	3	3	0	0	3	1	2	3	2
45.7	142	956	959	956	2	0	1	2	8	2	0	3	2	2	2	2
45.8	144	953	953	959	3	1	4	2	3	1	1	2	3	5	3	1
45.9	142	956	951	949	2	4	6	1	3	2	1	2	3	4	2	3
46.	142	956	958	956	6	3	4	4	0	3	1	2	5	1	2	0
46.1	140	949	947	946	6	3	6	0	2	6	3	0	4	2	6	2
46.2	132	954	956	948	4	3	2	3	4	6	3	3	1	0	2	2
46.3	127	952	952	949	4	3	2	4	0	3	2	1	2	4	1	2
46.4	131	960	943	946	3	1	1	3	0	2	3	2	4	1	3	4
46.5	137	955	948	952	1	3	3	5	0	3	0	1	2	1	3	2
46.6	132	952	950	956	1	1	3	3	1	1	3	1	3	2	2	2
46.7	136	959	957	955	2	1	4	1	3	1	4	1	2	1	2	3
46.8	135	950	946	953	3	5	4	3	1	1	0	1	2	2	2	1
46.9	137	956	958	952	2	4	4	1	2	3	5	2	0	4	4	0
47.	131	959	958	953	2	2	3	1	2	2	1	0	3	1	2	1
47.1	131	953	950	950	5	2	2	2	2	2	4	1	1	1	3	3
47.2	133	955	954	951	3	2	4	1	4	1	2	2	2	2	1	2
47.3	135	952	943	953	1	2	5	2	4	3	3	5	4	0	2	2
47.4	136	958	954	957	2	4	2	5	0	1	1	2	2	4	1	3
47.5	134	948	954	956	1	2	4	3	1	1	1	0	3	2	3	3
47.6	132	961	968	949	2	1	3	0	2	2	4	2	1	2	2	0
47.7	133	954	949	950	0	6	1	3	0	5	3	1	4	1	3	1
47.8	129	951	949	954	2	2	2	4	3	5	5	3	0	2	4	1
47.9	126	950	948	955	6	3	6	1	4	2	2	1	2	4	2	4
48.	120	956	951	944	4	3	7	3	3	0	4	4	1	1	1	5
48.1	124	944	962	955	4	2	2	1	1	2	3	4	2	3	1	3
48.2	126	958	951	949	5	3	2	1	4	2	0	2	3	0	1	4
48.3	128	953	954	954	5	2	1	1	3	0	1	2	3	2	2	0
48.4	122	958	952	947	4	3	1	2	3	2	1	1	4	0	1	3
48.5	122	948	953	955	2	4	2	1	4	6	3	4	3	3	2	1
48.6	127	944	949	959	1	1	3	2	1	1	1	3	1	2	2	4
48.7	129	950	953	952	3	4	1	1	4	3	4	3	3	2	1	3
48.8	130	944	956	950	5	3	4	0	3	3	1	4	1	4	0	6
48.9	125	956	947	953	5	3	0	2	1	7	0	2	2	2	2	2
49.	124	946	952	954	2	1	3	4	5	3	1	4	5	1	4	2
49.1	122	950	955	959	1	3	1	2	1	2	1	1	3	1	2	1
49.2	115	955	950	951	2	1	4	6	5	2	3	1	3	3	2	3
49.3	119	951	947	958	2	0	3	3	1	3	3	1	3	1	2	3
49.4	115	944	953	952	3	3	1	2	6	4	0	2	2	0	2	2
49.5	112	950	954	950	3	1	1	2	3	1	1	1	1	3	2	2
49.6	115	954	951	958	2	1	1	3	3	2	1	2	2	0	0	2
49.7	118	951	953	947	2	0	3	1	5	4	3	2	0	2	1	1
49.8	117	955	950	959	1	1	3	2	1	8	2	3	1	4	2	1
49.9	115	952	941	956	1	5	0	3	3	4	0	2	3	2	2	2
50.	119	947	951	957	1	2	5	1	0	2	4	1	3	3	4	2
