"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
8.8	132	948	954	951	3	2	5	2	2	6	4	4	3	4	2	2
8.9	135	954	958	957	1	1	1	1	2	4	3	4	3	1	4	3
9.	137	952	949	950	7	3	4	2	6	2	0	3	4	2	0	2
9.1	135	948	946	949	3	7	2	3	2	4	4	1	5	4	6	1
9.2	134	956	957	955	4	2	3	2	2	2	4	2	2	2	3	1
9.3	136	951	956	950	3	2	5	3	2	3	3	4	3	2	2	1
9.4	137	956	946	952	4	2	3	4	3	0	2	2	2	2	0	4
9.5	135	940	947	952	3	4	1	4	4	1	3	8	3	5	4	4
9.6	135	957	946	954	2	2	4	2	2	2	1	0	2	0	3	1
9.7	136	958	951	947	2	1	3	3	3	2	4	2	3	2	3	1
9.8	135	959	955	950	1	3	5	4	1	3	0	2	2	1	3	3
9.9	131	955	953	950	0	1	1	5	3	2	1	0	3	2	0	3
10.	134	956	947	953	1	2	1	3	4	4	2	3	2	1	2	3
10.1	132	952	962	951	4	2	3	5	4	1	2	0	0	3	4	2
10.2	133	957	960	954	3	0	4	4	3	2	2	2	2	1	0	0
10.3	130	949	952	942	4	3	4	3	2	5	3	1	2	2	3	6
10.4	133	950	961	949	4	0	1	3	4	2	5	3	2	1	2	1
10.5	135	953	952	960	3	2	1	3	6	6	1	2	2	0	0	3
10.6	132	952	954	955	1	4	1	2	3	1	4	3	2	1	1	0
10.7	135	959	948	952	2	3	1	1	0	3	2	2	0	3	3	1
10.8	134	947	949	952	3	3	2	4	4	1	5	1	3	1	1	2
10.9	132	958	957	948	2	2	0	2	0	2	3	3	1	2	1	5
11.	129	956	946	958	3	1	1	3	4	3	1	1	6	3	1	4
11.1	123	946	948	947	5	2	7	5	4	7	6	1	2	1	3	5
11.2	121	960	952	952	2	4	2	6	1	2	1	3	3	0	1	0
11.3	122	955	954	951	2	1	0	2	3	4	3	1	1	0	2	1
11.4	125	955	947	948	4	2	1	2	1	2	1	0	4	3	3	1
11.5	122	957	958	951	3	1	0	1	2	2	3	1	2	0	4	0
11.6	123	950	950	957	3	3	2	3	3	1	2	5	2	1	3	3
11.7	124	953	958	955	1	4	2	1	2	4	1	1	3	2	2	3
11.8	124	947	962	953	5	5	2	1	3	3	0	2	2	1	2	2
11.9	125	956	944	948	2	5	3	2	0	7	6	1	3	4	1	2
12.	123	948	954	959	4	2	2	0	2	4	2	4	4	1	3	3
12.1	126	953	962	948	1	2	2	4	1	3	4	0	0	1	2	3
12.2	126	951	954	956	4	2	1	3	4	2	1	2	2	0	0	4
12.3	126	951	954	953	0	4	1	4	3	0	4	2	1	1	4	1
12.4	127	954	956	949	2	2	3	3	1	1	1	2	3	1	3	2
12.5	120	950	952	947	2	3	4	2	4	2	2	4	0	2	3	1
12.6	118	955	951	950	1	4	2	3	4	1	2	2	2	4	3	3
12.7	114	953	957	956	2	1	3	2	3	2	2	4	3	2	1	2
12.8	116	957	945	954	3	4	7	1	1	1	2	1	6	2	2	4
12.9	114	957	952	948	0	5	3	4	1	3	3	3	4	5	1	2
13.	120	957	962	958	2	2	0	3	2	1	1	4	1	3	3	0
13.1	118	948	956	954	5	2	1	1	3	2	1	1	1	2	3	4
13.2	121	945	945	955	0	2	2	2	2	3	1	3	3	3	5	3
13.3	118	952	953	953	2	2	3	2	0	3	3	3	1	1	3	0
13.4	114	964	954	960	3	2	1	3	5	2	2	1	0	2	0	2
13.5	112	958	954	955	3	3	3	1	2	3	2	3	1	2	1	1
13.6	121	950	959	954	3	1	2	2	2	0	3	1	1	2	3	1
13.7	117	947	949	947	1	3	2	3	4	3	2	6	1	2	0	3
13.8	123	963	957	948	3	0	0	2	2	2	2	1	2	2	2	3
13.9	128	961	951	957	2	1	2	3	2	2	1	0	5	3	1	3
14.	128	952	953	955	3	5	0	1	1	3	2	2	2	1	2	1
14.1	125	960	956	948	3	0	3	4	2	1	2	5	1	4	0	4
14.2	128	953	951	962	5	1	4	1	0	4	0	1	3	3	7	1
14.3	128	956	955	951	6	2	3	1	5	1	2	0	2	2	4	1
14.4	129	955	955	950	2	3	1	1	5	0	3	1	2	3	5	0
14.5	127	961	954	951	2	0	8	1	0	3	6	1	1	2	4	1
14.6	132	952	952	950	4	7	4	2	2	2	0	1	2	3	1	2
14.7	134	960	950	956	2	4	3	1	3	2	1	2	3	2	1	3
14.8	130	949	953	954	3	4	4	2	1	4	1	3	2	1	2	3
14.9	126	961	957	953	3	0	2	2	3	2	2	4	3	3	0	4
15.	125	957	953	950	1	0	0	2	2	2	3	3	2	3	2	0
15.1	127	951	946	956	3	3	7	2	4	1	3	3	3	3	2	2
15.2	125	951	947	958	1	4	0	0	5	3	1	5	3	2	2	3
15.3	126	944	956	957	3	2	0	1	3	0	1	6	3	2	3	2
15.4	127	965	953	952	3	0	2	4	0	5	0	1	4	1	3	2
15.5	127	952	950	953	1	2	2	1	4	2	3	6	2	0	3	0
15.6	128	958	964	948	2	2	1	2	3	3	2	3	3	1	1	2
15.7	128	957	951	961	0	1	3	1	3	2	2	0	2	1	2	0
15.8	133	961	949	955	2	2	3	5	2	4	1	2	4	4	0	1
15.9	132	956	946	957	3	4	4	1	2	3	2	3	3	3	0	2
16.	129	961	948	950	1	5	4	2	2	2	1	1	3	3	1	3
16.1	132	956	955	950	1	2	3	0	5	3	2	2	2	2	4	2
16.2	131	955	947	937	1	3	1	6	4	4	6	3	1	4	2	6
16.3	131	951	955	948	2	3	2	3	4	1	1	0	3	1	1	1
16.4	133	953	943	961	2	3	3	3	3	2	4	0	2	3	3	2
16.5	130	951	943	950	2	2	1	4	2	3	2	4	3	3	3	3
16.6	130	953	956	950	2	3	2	4	5	5	2	2	3	0	2	0
16.7	135	953	948	949	4	2	2	2	6	5	2	1	2	1	1	0
16.8	135	960	965	948	1	1	2	2	6	3	2	2	2	4	2	1
16.9	132	951	949	956	3	2	2	0	1	1	4	3	2	0	1	7
17.	130	964	951	944	1	1	4	2	2	3	4	3	2	3	2	3
17.1	127	951	952	950	4	4	3	2	3	2	5	6	3	4	1	3
17.2	129	956	950	953	6	6	4	1	1	3	1	6	3	1	1	1
17.3	127	954	954	948	2	5	0	1	5	2	4	3	3	2	0	1
17.4	131	956	951	961	2	4	2	4	0	3	1	1	4	0	3	2
17.5	135	960	946	949	4	5	3	4	3	4	1	2	2	1	2	0
17.6	137	955	958	949	6	3	4	3	3	0	0	2	2	1	1	2
17.7	135	956	947	952	2	5	3	1	5	4	1	0	3	3	1	5
17.8	136	950	952	953	2	5	2	2	5	4	4	4	2	2	1	2
17.9	136	959	939	947	3	1	2	0	2	4	2	1	5	4	2	5
18.	133	953	961	952	7	2	1	4	3	3	0	1	3	1	1	4
18.1	132	952	959	959	4	2	2	2	2	2	3	3	2	1	2	0
18.2	135	953	954	962	3	1	1	2	3	2	2	1	2	1	4	2
18.3	135	951	952	957	4	2	2	2	1	1	4	3	2	2	5	2
18.4	139	950	944	954	3	2	5	2	3	3	2	2	2	2	5	2
18.5	140	948	955	956	4	2	2	0	0	4	1	5	3	2	0	4
18.6	138	955	957	952	1	2	1	2	5	1	4	2	3	2	3	4
18.7	137	949	940	946	4	4	9	2	3	1	1	1	4	3	3	5
18.8	140	958	951	958	2	2	4	5	4	3	1	2	1	0	2	2
18.9	138	956	956	946	3	4	3	4	2	0	0	4	3	1	2	2
19.	141	957	958	959	0	4	3	2	1	2	1	1	0	1	3	1
19.1	138	951	946	944	5	4	4	0	5	2	5	2	6	1	2	4
19.2	132	956	961	955	0	1	1	1	1	4	1	1	1	2	3	0
19.3	134	951	960	950	1	3	2	2	2	1	5	3	6	1	0	2
19.4	132	948	946	950	3	2	4	4	0	2	3	5	3	4	2	2
19.5	131	952	956	958	0	3	3	1	2	4	3	4	3	2	3	1
19.6	134	956	954	954	2	3	4	4	1	2	3	3	2	1	0	6
19.7	137	952	950	953	3	5	2	5	2	4	1	1	3	1	2	6
19.8	135	950	952	957	1	3	1	1	6	2	1	3	2	1	4	2
19.9	136	950	955	960	3	4	3	2	2	2	1	3	1	4	1	2
20.	138	953	946	944	6	4	2	1	5	2	5	3	5	0	1	1
20.1	140	958	945	963	4	3	1	3	2	0	1	6	3	0	1	1
20.2	140	941	944	947	2	9	4	6	6	7	3	4	2	3	2	1
20.3	137	951	947	958	1	3	3	2	1	0	5	1	1	0	3	1
20.4	134	958	959	949	3	3	1	1	2	3	5	1	1	3	2	2
20.5	134	957	952	953	3	4	3	4	2	3	3	2	1	3	2	1
20.6	135	959	951	948	0	3	3	4	2	1	2	3	5	1	1	3
20.7	135	951	956	949	2	2	2	4	1	4	0	3	2	1	2	2
20.8	137	960	957	955	1	2	2	3	2	3	2	1	0	3	3	1
20.9	136	961	956	953	2	2	1	4	1	4	0	0	2	3	2	2
21.	138	943	957	957	2	3	2	2	2	3	0	8	1	2	4	1
21.1	139	949	956	950	3	3	4	3	3	1	2	4	1	3	4	3
21.2	135	954	958	956	5	2	4	2	2	4	2	0	0	1	2	0
21.3	137	952	955	959	3	3	2	1	2	4	3	5	1	1	2	1
21.4	138	955	953	955	1	3	5	2	3	3	3	2	2	1	4	5
21.5	132	948	952	947	5	5	0	1	8	3	7	2	2	1	2	2
21.6	131	946	948	953	1	7	2	1	3	1	3	2	3	5	1	1
21.7	131	956	949	960	2	2	3	1	1	1	1	3	5	2	2	0
21.8	128	953	950	962	2	2	2	4	3	3	0	5	4	0	2	0
21.9	128	951	953	954	5	4	1	1	1	2	4	2	6	2	2	2
22.	135	953	946	950	2	3	1	3	0	6	5	2	2	5	3	0
22.1	134	952	953	962	3	2	2	2	1	0	0	3	2	5	3	0
22.2	135	952	957	950	0	2	1	1	4	3	2	1	2	0	2	5
22.3	134	948	951	952	4	3	5	4	4	0	1	1	3	2	2	0
22.4	139	956	946	955	1	1	1	1	0	2	2	1	1	3	2	3
22.5	130	948	946	948	3	4	4	3	4	4	3	2	3	4	4	2
22.6	133	958	954	960	7	1	2	1	2	1	1	3	3	0	2	3
22.7	131	946	945	956	3	5	3	6	1	1	6	5	5	3	2	1
22.8	138	951	951	951	6	3	2	2	3	4	1	6	3	1	2	4
22.9	138	952	946	952	3	2	3	3	1	2	1	5	5	1	3	3
23.	142	940	954	957	3	1	3	2	6	3	0	3	4	2	1	1
23.1	143	957	952	957	2	0	3	2	4	2	1	3	4	2	2	3
23.2	142	957	957	954	1	3	2	1	4	3	1	1	2	1	2	3
23.3	142	957	956	951	3	3	7	3	1	0	1	1	1	0	1	3
23.4	142	955	952	948	4	3	3	2	1	4	4	0	3	3	5	1
23.5	143	958	953	950	3	2	1	0	2	3	2	3	3	4	3	4
23.6	139	951	946	953	7	3	3	0	5	1	1	4	4	1	1	4
23.7	142	951	961	941	8	0	2	1	3	4	3	3	2	1	3	2
23.8	141	950	956	951	3	3	0	4	0	1	4	3	3	1	3	2
23.9	140	954	956	949	2	4	3	6	3	4	2	1	1	3	3	1
24.	139	955	951	952	1	3	1	1	3	5	2	0	4	2	1	1
24.1	143	950	958	958	3	3	3	2	1	3	1	2	1	5	1	1
24.2	137	962	951	959	0	1	2	2	2	1	0	1	1	1	3	2
24.3	133	946	959	954	4	1	3	2	2	2	1	2	2	2	3	3
24.4	134	949	947	956	1	5	1	4	0	5	2	1	4	1	1	2
24.5	140	950	954	948	6	1	4	0	1	3	1	0	2	2	1	2
24.6	143	954	952	952	1	5	4	4	2	1	1	4	4	1	0	3
24.7	142	952	955	948	1	2	4	2	3	0	2	4	0	4	2	2
24.8	138	960	963	956	2	3	3	1	1	0	3	0	2	1	2	2
24.9	137	954	946	950	2	5	3	4	4	4	1	2	2	3	0	1
25.	136	955	955	961	2	1	5	3	3	3	1	2	1	0	2	1
25.1	135	955	955	947	1	0	5	3	0	3	5	3	0	4	5	2
25.2	136	962	951	957	1	2	4	2	1	1	2	3	2	1	3	0
25.3	133	956	954	963	0	3	0	0	3	1	3	3	4	3	4	3
25.4	135	951	959	951	2	3	1	2	5	2	3	3	3	3	3	2
25.5	134	956	950	950	1	2	3	1	4	3	1	6	1	3	1	5
25.6	140	963	957	956	2	2	3	2	1	0	1	1	0	4	1	1
25.7	142	949	957	952	3	2	4	2	3	3	2	4	1	3	1	2
25.8	146	946	952	955	7	1	3	2	1	4	4	3	1	2	5	3
25.9	146	951	952	957	5	5	5	3	4	2	2	5	4	2	1	1
26.	147	954	948	956	3	0	4	2	2	3	0	0	4	2	2	3
26.1	145	954	949	948	3	4	1	4	2	2	3	4	1	2	3	2
26.2	148	959	957	947	1	0	1	5	0	3	4	3	5	1	1	1
26.3	148	949	952	947	3	2	5	2	0	2	6	3	1	2	5	1
26.4	151	958	959	962	3	4	2	0	1	4	1	0	5	2	2	1
26.5	150	950	959	952	2	1	0	0	2	0	3	5	3	0	1	1
26.6	152	958	958	945	3	1	3	1	6	2	8	1	2	2	0	1
26.7	146	958	952	952	5	2	0	2	1	2	4	2	4	2	0	1
26.8	147	952	957	953	2	1	4	3	1	0	6	2	3	1	2	1
26.9	145	949	948	951	0	5	4	2	2	2	3	8	2	2	1	3
27.	142	954	955	948	2	3	3	2	5	4	2	2	1	4	4	1
27.1	137	960	955	947	3	2	3	0	2	0	1	1	5	0	3	2
27.2	138	949	959	955	3	2	5	0	1	2	2	3	3	4	1	0
27.3	140	946	959	953	4	3	0	1	3	2	1	2	2	4	1	2
27.4	140	948	954	953	1	1	2	5	2	5	1	4	4	6	4	4
27.5	139	952	957	953	1	3	5	5	2	2	2	2	3	1	2	0
27.6	143	955	950	953	3	3	4	4	1	2	0	3	0	2	3	3
27.7	138	951	958	953	2	1	1	2	3	3	0	3	2	0	3	3
27.8	134	958	953	954	3	4	4	4	1	2	1	2	2	1	3	1
27.9	136	954	955	957	2	1	2	1	5	3	1	3	1	3	3	2
28.	133	956	964	945	1	4	1	1	1	1	4	1	0	2	0	2
28.1	134	959	955	948	0	3	1	3	2	2	1	2	3	2	5	0
28.2	136	943	953	950	3	1	4	2	8	2	4	2	4	2	5	2
28.3	138	953	948	957	1	3	2	0	2	2	0	2	0	1	3	3
28.4	134	949	947	958	3	3	4	7	2	1	4	2	2	0	2	1
28.5	137	954	959	960	1	2	2	1	0	3	2	3	1	2	3	2
28.6	132	954	951	945	3	2	3	3	2	2	2	2	3	3	1	4
28.7	131	948	952	949	4	3	5	3	3	3	0	6	5	1	4	0
28.8	130	950	949	947	2	3	6	1	6	1	2	2	0	1	3	0
28.9	129	945	956	960	2	2	2	2	5	2	5	2	3	1	5	1
29.	133	957	947	953	0	2	3	5	2	3	2	1	3	3	2	3
29.1	131	957	956	953	1	3	0	1	3	4	3	2	1	2	0	4
29.2	133	955	959	950	1	0	3	3	0	6	1	3	0	4	2	1
29.3	129	953	961	956	2	0	2	4	2	2	1	3	1	3	1	0
29.4	129	962	959	957	1	3	0	3	1	3	2	3	1	2	1	2
29.5	128	958	953	948	2	5	4	1	1	0	5	0	2	1	3	2
29.6	125	956	957	951	2	3	5	6	2	2	4	1	1	2	0	1
29.7	122	957	955	952	1	3	4	2	1	2	3	0	1	4	0	0
29.8	122	956	961	957	1	2	2	1	1	2	2	2	0	4	1	2
29.9	120	957	950	950	1	0	2	2	3	4	2	3	2	1	5	2
30.	124	951	952	951	3	2	2	2	4	2	2	1	1	3	4	2
30.1	120	954	948	952	0	3	4	5	1	2	2	1	2	3	4	1
30.2	116	956	947	951	1	3	6	2	5	1	5	1	3	1	1	2
30.3	120	944	941	955	3	6	5	3	3	3	1	0	3	3	2	1
30.4	121	954	958	949	2	4	2	3	3	2	6	2	0	1	2	1
30.5	122	952	954	955	4	4	3	1	1	3	2	2	3	3	1	1
30.6	123	951	958	951	3	4	4	2	1	3	2	3	4	1	4	2
30.7	126	948	945	957	1	6	1	0	4	0	1	3	4	5	1	3
30.8	127	949	958	950	1	3	1	0	4	6	1	0	2	4	4	2
30.9	129	949	954	944	6	1	4	5	3	1	4	2	2	1	2	2
31.	131	949	956	951	3	4	4	0	3	3	4	1	2	3	0	3
31.1	130	958	956	949	2	2	1	2	1	3	2	4	3	4	2	1
31.2	142	954	947	956	3	1	3	5	2	2	1	2	3	1	3	1
31.3	141	956	958	953	1	4	1	0	3	3	6	3	0	3	3	3
31.4	137	953	955	956	0	2	3	4	2	1	1	3	2	4	3	1
31.5	132	953	955	951	6	1	4	0	3	0	5	2	2	0	2	2
31.6	132	942	962	958	1	2	0	3	3	2	1	2	3	2	2	1
31.7	137	946	957	954	4	2	1	1	4	3	4	2	1	2	3	0
31.8	134	945	959	948	0	4	4	4	6	1	5	2	0	1	4	0
31.9	134	935	951	958	4	4	1	2	1	5	3	3	3	1	3	0
32.	133	952	953	949	4	2	2	1	4	2	1	6	1	2	1	2
32.1	137	954	952	958	1	3	6	2	0	1	0	4	1	3	2	1
32.2	133	953	954	959	2	1	0	2	4	2	1	3	2	3	5	3
32.3	133	946	956	955	5	4	2	4	2	1	0	2	2	1	2	2
32.4	133	951	951	954	4	2	5	2	2	4	3	4	3	1	2	4
32.5	139	945	955	953	2	2	4	3	2	3	2	1	0	2	2	1
32.6	141	950	954	960	4	2	3	3	1	0	3	5	1	0	1	2
32.7	145	950	950	953	3	2	3	2	4	3	4	2	4	2	3	0
32.8	143	958	957	955	4	2	3	5	5	0	1	4	3	3	1	4
32.9	142	951	953	950	2	3	3	2	5	1	0	6	0	3	4	3
33.	146	951	947	949	5	1	2	4	3	3	0	2	1	1	1	3
33.1	147	946	955	949	6	3	2	0	5	0	0	5	1	1	2	2
33.2	149	952	950	958	1	1	1	0	6	2	2	2	3	3	1	2
33.3	149	955	954	951	0	2	4	2	3	6	4	2	0	3	3	2
33.4	147	958	949	966	1	0	0	0	1	3	3	2	2	2	4	1
33.5	143	943	961	952	3	6	4	0	3	0	2	1	1	2	4	1
33.6	146	953	958	957	2	0	2	2	0	3	2	4	3	1	0	1
33.7	147	953	955	957	5	1	3	0	1	4	2	2	2	2	1	1
33.8	147	958	952	954	1	5	4	1	3	3	3	4	3	2	3	0
33.9	156	961	948	943	4	2	2	2	4	2	4	1	4	2	2	1
34.	157	950	961	954	2	4	1	2	3	3	2	3	1	0	1	1
34.1	149	952	951	947	3	3	3	2	3	3	3	2	5	1	2	1
34.2	147	955	959	949	3	0	1	2	9	2	3	4	1	1	1	2
34.3	140	964	956	949	3	1	2	1	2	0	5	0	0	1	3	0
34.4	140	962	951	950	1	0	2	6	1	2	2	2	2	0	1	1
34.5	139	952	953	954	4	1	2	3	0	3	2	2	2	2	3	0
34.6	139	947	960	955	3	2	3	3	3	3	1	2	0	2	6	1
34.7	137	955	950	953	1	2	3	0	2	5	4	0	2	2	3	1
34.8	135	947	956	960	3	3	3	2	3	0	1	3	3	2	0	1
34.9	136	942	950	958	2	4	3	1	4	2	2	3	4	2	2	1
35.	138	955	943	962	2	7	3	2	2	2	2	1	4	0	2	2
35.1	135	953	957	962	2	0	4	1	0	1	2	2	2	6	1	1
35.2	136	953	956	960	5	0	3	4	0	6	3	2	3	1	2	3
35.3	138	952	948	949	3	2	1	0	3	7	3	4	2	4	4	3
35.4	140	955	955	954	1	0	2	1	2	4	1	4	0	4	2	0
35.5	135	960	954	957	1	5	0	5	1	3	4	2	1	3	2	5
35.6	138	956	952	950	3	3	4	3	2	0	1	4	1	1	1	1
35.7	137	949	957	956	1	1	1	5	2	3	2	3	4	5	1	3
35.8	137	960	948	957	2	2	1	5	3	2	5	1	3	1	1	0
35.9	135	957	952	959	4	3	2	1	0	2	2	4	4	1	0	1
36.	131	962	957	942	2	1	3	4	1	2	5	3	6	0	1	3
36.1	133	954	959	963	2	2	0	0	1	4	2	1	1	2	3	2
36.2	129	957	955	964	2	2	0	2	2	1	1	0	2	0	2	2
36.3	126	960	951	956	4	3	3	4	1	1	3	0	2	2	1	2
36.4	126	954	956	957	0	5	2	5	2	4	1	1	3	2	3	3
36.5	129	954	953	950	1	2	5	3	3	3	3	0	3	4	3	3
36.6	135	950	953	955	0	2	2	1	1	2	1	3	4	4	2	2
36.7	131	951	955	951	4	3	2	2	3	1	5	2	2	2	1	2
36.8	132	957	946	945	2	3	3	1	1	4	2	1	2	2	3	0
36.9	132	953	959	959	3	1	0	2	3	0	0	3	2	1	0	3
37.	135	967	954	949	3	2	3	3	3	2	2	2	2	3	3	2
37.1	135	956	954	949	3	3	3	0	2	5	5	2	4	1	2	2
37.2	139	962	960	953	1	1	2	0	1	1	6	1	2	4	2	1
37.3	138	952	957	942	2	2	3	4	7	3	2	4	2	6	5	1
37.4	138	942	959	955	3	6	2	1	3	3	3	4	1	2	1	2
37.5	141	952	964	950	2	3	0	4	0	5	4	7	2	3	0	1
37.6	145	948	959	958	1	1	0	1	2	1	2	2	0	2	0	2
37.7	147	955	957	951	1	1	2	2	0	2	3	2	2	3	0	1
37.8	144	955	953	955	4	1	0	4	0	4	1	2	3	3	1	2
37.9	143	960	955	962	3	4	2	1	1	1	2	0	1	3	2	2
38.	143	950	951	952	3	3	2	2	4	1	3	1	6	2	2	2
38.1	136	949	952	954	2	3	3	1	3	2	3	1	1	1	3	0
38.2	142	954	966	954	1	1	1	2	1	2	0	4	2	4	2	1
38.3	140	953	954	952	2	1	2	2	2	2	2	1	2	3	3	1
