"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
12.5	15	969	972	964	1	2	2	2	0	1	0	1	0	1	0	2
12.6	14	973	971	965	0	0	0	0	0	2	0	4	2	0	0	1
12.7	13	967	972	968	0	0	1	1	1	0	0	0	1	2	1	1
12.8	13	973	976	970	0	0	2	0	2	1	1	0	0	2	0	1
12.9	13	974	966	972	0	1	3	0	0	3	0	1	1	1	1	0
13.	16	968	970	976	1	0	1	0	0	0	0	1	1	0	0	1
13.1	16	967	967	966	2	1	2	1	3	3	0	1	0	1	0	1
13.2	17	966	970	970	0	2	0	1	1	2	0	1	1	0	0	1
13.3	19	967	969	969	1	1	2	1	3	1	0	2	0	0	0	2
13.4	19	961	972	968	2	1	1	1	1	2	1	3	0	0	0	0
13.5	16	966	965	965	2	1	2	0	3	1	2	1	1	2	2	1
13.6	17	967	971	972	3	1	1	1	2	0	0	0	0	0	2	1
13.7	18	960	968	970	0	2	2	0	1	0	1	2	0	0	1	2
13.8	16	976	967	967	1	1	4	2	2	0	0	0	1	0	0	0
13.9	15	971	965	971	0	1	2	1	0	4	2	0	1	2	2	0
14.	15	967	963	974	0	0	0	1	1	2	0	0	3	0	0	0
14.1	16	972	964	966	0	0	3	1	0	0	4	0	2	0	1	0
14.2	18	967	966	964	0	0	1	0	2	1	0	1	0	2	0	2
14.3	18	971	962	966	2	0	2	1	0	0	1	4	2	1	4	1
14.4	19	970	969	974	0	1	0	2	3	2	0	1	1	1	1	0
14.5	19	965	974	970	1	0	0	0	2	0	1	1	2	0	0	0
14.6	19	968	965	970	0	0	1	1	1	3	1	1	0	0	4	1
14.7	21	969	967	973	0	1	0	2	0	0	2	1	3	0	1	2
14.8	22	967	976	973	0	3	2	0	1	1	1	0	2	1	1	0
14.9	22	971	970	960	4	1	0	0	0	0	1	1	0	0	1	1
15.	23	962	969	964	1	1	1	1	1	0	0	0	1	0	0	0
15.1	18	971	963	971	1	1	0	1	0	2	1	1	0	0	0	0
15.2	18	972	967	966	2	1	0	1	2	1	0	2	3	0	0	0
15.3	19	976	972	969	1	0	0	1	0	0	1	0	1	0	2	2
15.4	19	976	971	968	0	3	1	0	3	1	2	0	1	0	1	1
15.5	22	970	968	976	0	0	1	1	0	1	1	0	3	2	0	0
15.6	18	969	970	970	2	0	1	1	1	0	0	1	1	0	2	0
15.7	18	966	968	965	1	4	1	0	1	1	2	1	0	3	2	0
15.8	20	972	966	969	1	4	0	2	0	3	1	2	0	2	2	1
15.9	18	975	962	973	0	2	1	0	2	1	3	1	1	0	0	2
16.	15	971	963	971	1	1	0	0	2	0	1	0	0	1	0	0
16.1	12	969	976	968	1	1	2	1	3	1	0	2	0	0	2	0
16.2	14	973	968	969	1	0	1	0	0	3	3	0	1	1	0	0
16.3	15	974	967	966	1	0	0	1	2	0	1	1	2	0	1	0
16.4	16	970	968	974	1	0	1	1	1	2	0	0	1	1	0	1
16.5	13	963	969	964	0	0	1	0	2	1	0	0	1	2	0	0
16.6	13	973	970	971	1	0	0	3	0	1	0	2	0	1	1	1
16.7	12	965	970	969	2	0	1	2	0	1	0	3	1	2	0	2
16.8	12	970	962	962	0	1	1	1	1	2	1	0	0	0	0	0
16.9	10	972	964	969	2	0	0	4	0	0	0	1	0	0	2	1
17.	11	971	971	967	2	5	2	1	0	1	0	1	2	0	1	2
17.1	12	963	978	966	1	1	0	0	0	0	0	2	1	0	0	0
17.2	12	974	963	970	2	0	2	0	1	0	3	0	1	0	0	1
17.3	13	970	966	972	0	1	0	0	0	1	1	2	1	0	0	0
17.4	12	961	971	973	1	1	1	2	1	1	1	2	0	0	2	2
17.5	8	971	968	969	1	0	1	1	1	1	0	1	0	0	1	1
17.6	7	967	970	965	1	1	4	3	2	1	0	0	0	0	0	0
17.7	7	971	971	967	1	2	2	1	1	0	1	0	1	0	0	1
17.8	7	973	973	968	0	1	0	1	2	2	1	0	0	1	0	0
17.9	9	969	975	971	1	0	0	0	0	0	0	2	0	1	2	0
18.	9	971	967	969	1	1	1	2	0	0	1	0	1	3	2	1
18.1	10	965	967	971	0	2	0	1	3	3	0	0	2	1	2	1
18.2	10	969	967	964	0	0	1	0	1	0	2	2	0	0	1	1
18.3	9	966	968	970	0	0	0	1	1	1	0	0	0	0	2	0
18.4	10	977	970	967	2	1	1	1	0	1	3	0	0	1	1	0
18.5	14	978	968	967	1	0	2	2	1	2	0	0	0	2	2	1
18.6	15	969	972	968	0	2	1	2	0	1	3	0	0	2	1	1
18.7	16	965	975	972	1	2	1	4	1	1	2	1	0	0	0	0
18.8	16	972	969	969	0	1	1	2	1	2	1	0	1	1	2	0
18.9	16	973	976	971	0	0	0	0	2	1	1	0	0	2	1	1
19.	16	968	970	964	2	0	0	1	0	4	2	1	2	3	2	2
19.1	16	962	970	971	0	2	2	1	1	1	2	1	1	0	0	0
19.2	15	978	965	972	3	1	2	2	1	0	1	0	0	0	1	2
19.3	14	969	970	971	1	1	1	0	0	0	1	0	0	1	1	1
19.4	13	971	967	962	1	0	1	2	0	0	1	1	4	1	1	2
19.5	11	974	965	973	1	1	1	1	2	1	3	0	1	3	1	0
19.6	12	969	974	970	3	2	1	0	1	2	1	0	1	0	1	0
19.7	11	966	966	969	1	3	1	0	0	1	1	2	0	1	2	0
19.8	13	962	967	965	1	2	1	1	0	0	1	1	2	1	1	2
19.9	12	970	970	970	1	1	0	3	0	1	1	1	0	1	1	0
20.	11	964	969	962	0	1	3	2	4	1	1	0	1	1	0	2
20.1	11	974	972	975	0	1	0	0	1	1	0	2	0	0	0	1
20.2	13	960	967	968	1	2	0	0	0	4	0	0	1	0	1	3
20.3	15	966	966	972	2	2	1	1	1	1	1	1	1	0	0	0
20.4	14	969	968	962	2	0	0	2	0	1	2	2	2	1	1	2
20.5	14	967	971	973	1	3	2	0	0	1	0	0	1	1	0	2
20.6	14	971	971	965	1	1	1	1	2	0	0	0	0	1	2	0
20.7	16	970	976	968	3	0	2	1	0	0	0	1	0	0	1	0
20.8	15	968	972	971	0	2	0	0	2	2	0	0	0	0	1	1
20.9	14	974	976	967	1	0	4	0	1	0	1	2	0	2	1	0
21.	13	969	974	969	0	0	2	0	0	3	0	1	1	3	0	3
21.1	12	969	967	965	0	2	3	1	1	3	0	0	1	3	2	0
21.2	12	974	970	974	0	0	0	3	0	1	0	1	1	1	3	1
21.3	11	964	968	970	0	2	1	1	1	1	1	2	1	1	1	2
21.4	14	971	962	968	3	2	1	1	1	2	1	1	2	0	1	1
21.5	14	968	969	968	0	0	2	2	2	0	1	2	0	1	0	0
21.6	14	971	967	966	1	1	2	3	4	1	0	0	0	3	1	0
21.7	13	973	976	971	0	0	1	3	4	0	1	1	0	1	0	2
21.8	13	967	971	973	0	0	2	0	1	1	0	2	1	2	0	2
21.9	12	968	970	971	1	2	2	0	0	0	1	1	1	1	1	1
22.	12	973	972	976	1	0	0	1	0	3	0	0	0	0	0	2
22.1	12	966	978	977	0	1	0	0	2	0	0	2	1	2	2	0
22.2	12	969	976	969	0	0	0	0	2	1	0	2	0	0	1	0
22.3	11	971	969	966	1	0	1	0	1	0	0	2	1	0	1	1
22.4	11	964	969	972	1	1	1	2	3	4	0	1	0	1	1	0
22.5	10	964	971	972	0	0	2	2	0	0	0	0	3	1	2	2
22.6	8	969	971	975	0	2	0	0	0	2	0	2	1	0	1	2
22.7	6	972	972	963	2	1	2	1	3	0	1	0	0	0	0	0
22.8	5	969	973	967	1	1	1	0	1	2	1	0	2	3	2	1
22.9	5	974	970	967	0	0	1	0	0	1	2	0	1	1	0	2
23.	7	970	970	972	2	2	4	0	0	0	1	1	1	0	1	0
23.1	10	961	973	969	1	0	2	1	3	1	1	1	1	2	1	0
23.2	11	973	967	968	0	0	1	1	2	2	0	0	2	1	0	2
23.3	11	968	959	974	0	1	2	0	0	2	1	0	1	0	0	0
23.4	11	974	963	960	1	1	5	0	2	2	2	0	1	1	0	3
23.5	10	979	965	971	1	0	0	0	1	1	1	1	1	0	1	1
23.6	13	960	962	970	1	3	5	1	2	1	1	2	3	1	0	1
23.7	12	969	967	967	2	0	1	4	0	1	0	0	0	0	0	1
23.8	12	973	968	968	0	2	2	1	1	0	1	0	1	0	0	1
23.9	11	969	971	962	1	0	1	3	1	0	0	0	1	0	3	2
24.	12	975	967	967	3	1	1	0	1	0	1	1	1	0	1	0
24.1	12	971	972	970	0	0	1	2	0	1	0	0	1	1	1	0
24.2	14	971	970	962	1	2	2	0	0	0	2	1	0	2	0	3
24.3	13	967	969	967	0	1	0	1	1	1	1	0	0	2	0	0
24.4	15	972	971	972	0	1	0	0	0	1	1	2	0	0	2	1
24.5	15	976	971	962	1	0	0	0	1	1	1	0	1	0	0	1
24.6	14	967	972	976	3	0	1	0	0	0	2	2	4	2	0	1
24.7	14	972	970	965	2	0	0	0	3	2	2	0	1	1	1	0
24.8	13	971	968	968	0	3	0	1	0	1	1	1	1	1	2	3
24.9	12	969	969	969	2	0	2	1	0	0	2	1	0	1	2	3
25.	14	966	959	968	0	1	0	1	1	1	1	3	3	2	1	4
25.1	17	965	967	968	1	1	4	2	2	0	0	2	1	1	0	0
25.2	17	979	973	968	2	0	1	0	0	0	1	1	0	1	2	0
25.3	14	966	967	971	2	0	2	2	0	2	0	0	1	0	3	1
25.4	16	972	963	971	1	0	0	1	1	1	1	1	1	2	2	0
25.5	15	965	969	965	2	2	3	1	0	0	0	0	2	1	1	2
25.6	15	963	973	965	0	1	1	0	1	1	0	4	1	0	2	1
25.7	13	964	965	978	4	2	1	0	1	2	0	2	1	1	2	2
25.8	14	976	976	972	1	1	0	1	0	2	1	2	1	0	0	2
25.9	17	966	965	964	2	2	2	1	2	2	0	3	1	1	3	2
26.	16	965	970	974	1	2	0	1	1	3	1	2	0	1	0	0
26.1	18	964	973	970	3	2	2	1	0	0	0	2	0	0	1	3
26.2	20	966	966	968	1	1	1	0	1	1	0	1	0	1	2	1
26.3	19	969	968	973	1	0	1	1	1	0	0	2	2	0	0	3
26.4	17	969	967	968	1	1	0	1	2	3	0	0	2	1	1	2
26.5	18	966	970	966	1	1	2	0	1	2	1	1	1	1	0	0
26.6	19	967	974	972	2	0	1	0	1	0	0	0	0	1	2	1
26.7	20	969	975	973	1	1	0	1	1	0	0	0	1	2	2	3
26.8	20	967	970	971	0	2	0	0	0	0	0	0	1	2	1	1
26.9	20	966	972	976	1	2	1	0	0	1	0	0	2	0	0	0
27.	20	966	971	964	1	0	1	1	1	0	1	0	1	0	0	0
27.1	20	976	965	970	0	1	0	0	0	3	2	2	1	0	1	0
27.2	19	974	967	974	0	1	0	0	0	0	1	0	0	0	0	2
27.3	17	967	975	976	1	0	1	0	3	0	0	3	0	0	2	2
27.4	18	968	966	974	0	0	3	1	1	1	1	2	1	0	1	2
27.5	19	971	964	971	0	1	1	0	1	0	2	1	2	2	0	1
27.6	18	967	970	976	0	1	1	1	1	2	1	0	0	0	0	1
27.7	16	969	970	971	0	1	0	0	2	1	1	2	0	2	0	1
27.8	17	959	966	968	3	3	1	0	0	0	3	0	3	0	1	1
27.9	17	969	971	973	0	0	2	0	1	1	1	2	2	0	0	0
28.	20	969	967	972	0	0	0	0	2	2	1	0	1	1	1	0
28.1	21	973	972	971	1	1	2	0	3	0	0	1	0	1	0	0
28.2	20	965	970	973	0	0	1	2	0	2	0	1	0	1	0	0
28.3	20	971	967	965	1	0	1	2	2	1	2	2	0	1	0	1
28.4	21	969	971	974	2	2	1	0	3	0	0	0	0	1	0	1
28.5	20	970	961	974	3	0	2	1	1	1	0	0	1	1	1	1
28.6	19	969	970	971	0	0	1	2	0	2	2	0	3	0	0	0
28.7	20	970	969	970	3	2	0	0	2	0	0	0	0	0	2	3
28.8	21	974	976	963	1	0	2	0	0	0	2	1	1	0	0	0
28.9	20	967	975	970	1	1	0	0	0	1	2	2	1	0	1	0
29.	20	965	970	971	0	0	0	1	1	1	0	3	1	0	1	1
29.1	20	973	976	972	0	1	0	0	1	0	1	0	1	1	1	2
29.2	19	970	964	975	2	2	0	2	0	1	0	2	2	0	1	2
29.3	23	970	975	965	3	0	0	1	2	0	1	0	0	0	2	1
29.4	23	969	969	971	1	0	1	0	1	0	1	0	0	1	0	0
29.5	23	969	966	967	1	2	0	2	0	0	0	2	0	1	1	0
29.6	22	981	968	968	0	1	2	0	0	1	1	0	0	0	1	0
29.7	25	972	968	972	1	0	2	0	1	1	1	1	2	0	1	0
29.8	25	967	966	966	0	0	0	2	1	2	4	1	0	1	5	0
29.9	23	974	966	973	0	0	0	1	1	1	0	1	0	0	0	0
30.	22	971	972	972	0	2	2	1	0	1	1	1	0	1	0	0
30.1	23	965	970	969	0	1	0	1	0	1	0	3	2	0	0	1
30.2	24	969	968	970	1	2	0	1	2	1	3	2	2	0	3	1
30.3	23	966	970	966	1	2	1	0	0	1	2	1	0	0	0	0
30.4	24	971	968	971	1	1	0	1	0	0	0	1	0	3	0	0
30.5	24	965	961	970	1	0	1	0	0	0	1	0	1	0	1	0
30.6	22	969	974	971	1	1	2	0	2	0	1	0	0	0	0	0
30.7	20	966	970	967	0	3	0	0	1	3	1	2	1	1	1	2
30.8	18	971	966	967	0	2	3	1	0	1	0	2	1	3	0	0
30.9	18	968	965	964	0	1	1	2	1	0	1	1	1	0	0	2
31.	18	978	972	968	3	0	0	1	1	0	0	0	0	0	0	0
31.1	14	971	968	967	1	0	1	0	0	0	0	1	1	1	1	0
31.2	12	972	969	972	3	1	2	0	1	1	1	0	2	0	0	0
31.3	12	970	968	975	1	2	1	0	2	0	0	0	0	0	1	0
31.4	12	974	964	969	1	2	1	3	0	2	3	1	0	1	0	0
31.5	13	963	970	965	0	0	0	1	1	1	1	3	1	1	1	0
31.6	15	969	964	975	1	0	4	0	0	2	1	1	2	0	3	0
31.7	16	963	970	971	0	1	1	2	0	0	0	0	0	0	1	0
31.8	16	969	971	970	1	1	0	1	1	2	4	1	1	1	1	1
31.9	14	971	969	973	1	5	0	1	0	1	0	3	1	1	0	1
32.	13	976	968	970	0	1	2	1	0	1	2	2	1	1	0	1
32.1	11	969	972	970	1	0	1	1	1	2	2	1	0	1	0	1
32.2	9	966	978	967	2	0	1	1	0	2	2	1	0	3	0	2
32.3	7	969	973	976	1	0	0	0	2	0	3	0	1	0	1	0
32.4	5	966	968	971	2	0	0	0	0	1	2	0	0	1	0	0
32.5	6	972	970	972	0	1	0	1	0	0	0	0	1	2	2	3
32.6	6	965	965	969	0	4	0	1	4	3	0	0	2	1	1	1
32.7	6	974	969	965	1	1	2	2	1	0	1	1	0	0	0	3
32.8	9	973	973	961	0	1	2	0	0	1	1	2	0	1	0	1
32.9	8	967	972	977	2	1	1	0	2	0	0	2	0	0	0	0
33.	6	976	969	965	0	0	2	1	1	1	1	2	0	0	1	1
33.1	5	971	972	970	0	1	0	2	1	0	2	1	0	1	1	0
33.2	6	975	966	974	0	2	0	2	0	0	1	0	2	0	0	0
33.3	8	971	970	965	3	1	0	1	0	0	1	0	0	0	2	1
33.4	10	973	968	969	1	1	1	1	0	0	0	1	0	2	0	1
33.5	11	968	975	967	0	1	1	1	2	0	2	1	1	5	1	1
33.6	14	977	969	972	0	1	1	0	2	0	0	0	1	0	0	0
33.7	14	969	968	970	3	0	1	0	0	0	2	1	1	1	0	0
33.8	14	971	966	965	3	3	1	0	0	0	0	0	0	2	1	1
33.9	18	972	967	968	0	1	2	1	1	2	1	1	2	0	0	1
34.	20	969	970	968	1	1	1	2	1	2	0	0	0	2	2	1
34.1	16	971	972	969	0	0	1	1	0	1	3	2	2	0	1	1
34.2	16	969	968	969	1	1	2	0	0	0	1	1	1	1	1	2
34.3	16	969	962	970	1	0	1	1	0	1	0	1	1	0	0	1
34.4	18	963	975	972	1	1	2	0	0	0	0	1	0	0	0	1
34.5	19	967	965	976	0	2	1	1	2	0	1	0	1	0	1	2
34.6	22	970	961	973	2	4	1	0	1	2	3	0	0	0	3	2
34.7	22	966	967	968	2	1	1	1	1	0	0	0	2	3	0	4
34.8	22	968	972	975	1	2	0	1	2	2	0	1	1	0	1	0
34.9	22	972	969	977	0	1	0	0	0	2	0	2	1	1	0	0
35.	25	960	972	973	1	0	0	0	4	2	0	1	0	1	1	1
35.1	21	973	967	966	0	0	1	3	2	1	1	0	2	1	0	4
35.2	22	969	970	965	1	1	0	0	0	1	0	2	0	1	1	1
35.3	21	974	967	970	1	0	0	1	1	1	1	2	0	0	2	1
35.4	17	968	966	973	0	0	1	0	3	1	2	1	2	2	1	0
35.5	16	975	967	974	0	0	3	1	0	1	0	0	2	0	1	0
35.6	16	973	968	970	1	0	0	2	0	1	1	0	0	1	2	0
35.7	16	968	969	970	1	3	3	3	0	1	0	0	0	2	1	0
35.8	14	970	964	975	1	1	3	1	0	4	1	0	3	1	1	1
35.9	14	966	968	972	2	0	0	0	1	0	1	1	2	2	0	3
36.	13	969	973	974	3	1	0	0	0	0	0	2	0	1	1	1
36.1	11	969	963	968	1	1	2	2	0	0	1	1	1	0	2	0
36.2	10	968	969	966	2	2	1	0	1	1	1	0	0	1	2	1
36.3	11	968	965	967	1	0	0	3	0	0	1	0	1	2	2	1
36.4	12	968	970	966	0	3	2	2	1	0	1	1	2	1	2	0
36.5	12	969	966	967	0	0	1	1	1	0	0	1	0	0	2	1
36.6	11	964	966	969	2	0	1	2	1	4	2	0	2	0	2	0
36.7	11	970	971	971	2	4	0	1	0	0	1	2	0	0	2	2
36.8	10	969	965	971	0	1	1	2	1	2	0	1	0	0	0	1
36.9	11	968	964	975	0	1	1	1	1	0	1	2	2	0	1	1
37.	11	974	969	972	1	0	3	0	0	1	0	0	0	1	2	0
37.1	12	975	972	967	1	1	3	0	2	0	1	0	2	1	1	0
37.2	13	969	967	966	3	3	2	0	1	0	0	0	2	2	1	4
37.3	13	964	964	966	2	2	0	0	2	1	0	2	1	0	2	1
37.4	11	968	969	968	1	0	0	1	0	0	3	1	1	2	1	1
37.5	11	972	972	972	0	1	1	1	0	1	1	1	3	1	1	0
37.6	9	975	963	976	1	0	0	1	0	2	1	1	0	0	0	1
37.7	10	969	970	975	1	1	0	1	1	3	0	2	0	1	1	0
37.8	11	970	969	971	0	0	0	1	1	2	0	1	0	2	1	0
37.9	11	967	966	967	0	2	1	1	1	1	2	0	2	1	1	0
38.	12	972	971	956	2	0	2	2	2	0	2	0	1	0	0	0
38.1	11	970	970	971	1	1	1	0	0	2	1	0	0	0	0	0
38.2	11	969	970	966	0	2	1	0	1	1	1	0	1	0	1	1
38.3	10	967	972	964	2	1	6	0	1	2	1	2	0	1	0	1
