"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
37.3	152	971	970	972	1	1	0	1	1	1	0	1	3	1	2	0
37.4	156	980	973	975	2	1	1	0	0	1	0	1	1	0	1	0
37.5	154	967	971	974	3	2	1	1	0	1	1	0	0	1	2	0
37.6	152	968	967	974	1	2	2	0	0	0	0	0	1	1	2	3
37.7	150	975	962	973	2	2	2	1	1	1	0	2	2	1	1	1
37.8	152	969	979	969	0	2	2	1	1	0	0	2	0	0	1	0
37.9	151	967	978	971	0	0	1	1	1	0	2	3	1	3	3	0
38.	150	972	975	969	2	1	2	2	0	0	2	0	1	0	1	0
38.1	150	977	970	968	1	1	4	2	1	0	0	0	0	0	0	1
38.2	151	973	969	968	0	2	0	0	0	2	0	0	2	1	0	0
38.3	152	977	974	969	2	0	0	2	0	2	0	0	0	2	2	0
38.4	154	979	975	976	0	2	1	0	2	0	1	1	1	0	1	1
38.5	150	966	971	974	1	4	2	0	2	1	1	0	0	1	0	0
38.6	147	967	977	973	0	1	0	2	2	0	0	0	0	2	1	0
38.7	147	973	965	978	1	1	0	2	1	3	1	3	3	0	1	0
38.8	150	970	978	974	0	0	0	1	1	0	0	1	0	1	0	2
38.9	148	972	967	975	3	1	3	1	0	1	0	1	2	0	2	2
39.	145	974	978	969	0	0	1	1	3	0	1	0	2	1	0	0
39.1	146	972	970	973	2	2	1	1	0	2	2	0	3	1	1	1
39.2	148	975	969	972	0	0	0	0	1	0	1	1	1	0	2	1
39.3	147	974	968	978	0	0	0	2	0	1	2	0	1	0	2	0
39.4	149	970	964	981	2	5	1	1	2	0	0	3	1	0	0	0
39.5	150	970	971	974	2	1	3	1	2	0	0	0	2	1	1	1
39.6	152	968	976	972	0	2	1	1	1	0	0	1	0	1	1	0
39.7	154	981	975	971	1	0	0	0	1	0	0	1	0	1	1	1
39.8	154	970	975	968	1	1	0	0	3	0	1	1	0	1	0	0
39.9	155	971	967	976	1	0	1	1	2	2	0	1	2	0	0	0
40.	152	970	972	973	0	1	2	1	1	1	2	1	1	2	0	0
40.1	151	974	972	971	1	0	1	1	2	3	0	1	2	2	0	0
40.2	152	973	976	976	3	2	0	1	0	0	1	0	0	0	2	0
40.3	151	975	979	969	1	0	1	0	0	0	4	1	0	3	0	0
40.4	152	968	967	971	1	2	3	1	0	3	0	3	2	2	2	1
40.5	150	974	972	974	0	0	3	1	1	1	2	1	1	1	0	1
40.6	151	976	971	973	2	1	1	0	2	0	0	0	1	0	0	0
40.7	152	968	975	968	1	1	0	1	0	1	2	0	1	1	2	0
40.8	154	974	969	970	1	2	1	2	0	1	0	3	1	1	0	0
40.9	156	974	973	972	2	0	0	0	1	1	2	0	1	1	1	1
41.	154	974	977	970	1	0	1	0	1	0	0	4	0	1	0	0
41.1	156	970	976	967	1	0	0	2	0	2	1	2	1	0	2	0
41.2	156	975	974	973	1	0	0	0	0	2	1	3	1	0	1	1
41.3	158	969	970	972	0	1	0	2	1	0	2	1	1	1	1	0
41.4	160	966	977	977	0	0	2	0	1	2	0	1	0	1	0	1
41.5	158	970	975	978	1	2	1	0	0	1	0	2	2	2	0	0
41.6	155	970	972	977	0	2	0	1	1	1	0	0	3	1	0	1
41.7	154	972	976	976	0	1	2	0	0	1	0	2	1	1	2	1
41.8	153	976	967	967	4	1	0	2	3	2	2	0	2	0	3	0
41.9	154	968	973	974	1	1	2	2	1	2	0	1	4	2	1	1
42.	155	968	975	972	1	0	0	2	1	1	2	0	1	0	1	2
42.1	159	972	974	972	2	1	0	0	1	0	0	1	0	1	0	3
42.2	159	979	966	974	0	0	0	3	1	0	0	0	0	0	0	0
42.3	158	967	975	976	0	1	0	0	1	1	0	2	1	1	2	1
42.4	157	971	976	975	1	1	2	0	2	1	1	0	0	2	1	0
42.5	155	972	975	972	0	3	1	1	1	0	0	1	0	1	0	0
42.6	159	972	967	976	1	0	3	1	3	0	1	0	2	1	1	1
42.7	158	968	975	971	2	0	0	1	1	2	1	0	0	5	1	1
42.8	160	967	967	966	0	1	0	2	3	1	2	1	2	2	3	1
42.9	158	971	979	972	2	1	1	0	0	0	2	2	0	0	2	2
43.	159	969	968	974	1	0	0	2	0	0	2	2	1	0	3	1
43.1	160	978	974	967	0	0	0	0	0	1	2	1	2	1	1	2
43.2	165	974	964	978	1	2	1	2	1	0	0	0	1	0	1	0
43.3	168	975	972	968	5	2	2	1	0	0	1	1	1	0	0	1
43.4	166	968	967	964	0	1	0	3	0	4	1	1	0	0	2	2
43.5	165	965	976	972	0	1	1	0	3	1	2	1	0	2	1	0
43.6	166	972	975	972	2	0	1	0	3	0	3	1	1	0	1	1
43.7	166	972	969	968	3	1	1	0	0	0	0	0	0	2	4	2
43.8	164	978	975	970	1	1	1	0	2	1	3	1	1	1	0	0
43.9	167	969	967	974	1	2	0	2	0	2	0	0	0	1	1	1
44.	165	974	977	971	1	2	2	0	1	0	2	2	1	1	1	0
44.1	162	968	975	972	1	2	1	0	1	1	0	1	1	2	1	0
44.2	161	978	969	972	0	1	1	0	0	1	1	1	0	0	1	1
44.3	160	975	968	972	0	3	0	0	1	1	1	0	2	0	1	1
44.4	159	971	971	969	0	0	1	1	0	0	0	0	0	1	1	1
44.5	160	969	970	965	1	0	0	2	0	0	0	1	2	1	2	0
44.6	158	969	967	969	1	1	1	4	0	1	1	2	0	0	3	1
44.7	157	970	968	973	1	0	0	1	1	2	1	0	2	0	2	1
44.8	156	974	974	974	0	2	0	2	0	3	0	4	0	3	0	0
44.9	156	974	970	968	2	1	3	0	2	3	1	1	0	1	0	2
45.	154	971	972	974	0	0	0	4	1	1	0	1	0	1	0	0
45.1	152	966	970	973	0	2	1	2	1	1	0	1	1	2	0	4
45.2	151	975	968	975	1	2	0	1	2	1	1	1	3	0	1	1
45.3	151	976	970	971	0	1	2	2	0	0	1	1	0	0	1	0
45.4	148	975	970	972	1	2	2	1	1	0	3	0	0	2	1	2
45.5	145	969	977	964	2	1	2	0	3	2	1	1	0	1	2	0
45.6	147	970	972	973	1	0	1	0	0	2	1	0	0	2	1	0
45.7	147	982	975	971	0	0	0	0	0	1	0	0	2	1	0	1
45.8	149	972	968	976	1	0	1	0	0	0	0	2	1	2	0	0
45.9	150	971	970	981	2	0	1	2	0	2	0	1	1	0	1	1
46.	147	964	975	971	0	1	1	0	0	1	0	2	1	2	2	0
46.1	150	969	974	965	1	1	0	1	2	2	3	1	0	1	2	2
46.2	154	974	974	975	0	1	0	0	1	1	2	1	1	1	1	0
46.3	155	975	970	969	2	0	2	0	1	1	1	0	1	0	0	0
46.4	158	976	972	968	0	2	0	0	3	1	1	1	0	1	1	1
46.5	159	975	968	972	1	0	1	0	1	1	0	0	0	3	2	4
46.6	161	975	974	974	1	2	0	0	0	0	2	1	1	0	3	2
46.7	161	976	968	979	1	1	1	0	0	1	0	0	1	1	0	0
46.8	162	981	968	971	1	1	1	1	0	1	0	2	0	1	0	1
46.9	156	973	965	978	1	0	4	0	0	1	0	0	0	1	1	0
47.	151	977	965	970	1	0	1	0	0	1	1	1	3	0	3	2
47.1	150	966	966	970	0	1	0	1	0	1	0	1	2	4	1	1
47.2	152	968	969	970	2	1	0	0	2	2	1	1	2	3	1	0
47.3	148	967	969	973	2	3	1	0	0	0	1	2	2	1	1	1
47.4	152	970	966	975	0	0	0	1	0	3	0	1	1	0	1	1
47.5	152	975	968	971	0	0	2	2	1	0	0	1	2	0	1	1
47.6	151	966	970	973	2	3	0	1	2	1	0	3	3	1	0	1
47.7	153	971	970	963	1	3	0	2	1	1	3	2	1	0	2	1
47.8	154	968	970	972	0	1	0	1	2	0	0	3	2	1	0	2
47.9	155	970	976	968	0	1	2	2	0	0	1	3	0	0	1	0
48.	155	973	975	972	1	1	0	0	1	0	1	2	1	1	0	0
48.1	150	975	980	968	1	3	2	0	0	0	0	1	0	1	1	0
48.2	154	973	969	972	0	2	3	0	2	1	0	3	1	0	0	0
48.3	155	971	977	973	2	0	0	2	0	1	0	1	0	0	0	1
48.4	154	971	977	967	1	0	2	1	1	1	4	1	0	1	0	0
48.5	156	967	982	974	2	1	0	2	0	0	1	1	0	3	0	1
48.6	157	977	974	966	1	1	1	0	0	0	0	1	0	1	0	1
48.7	154	968	968	973	0	0	0	0	2	0	0	2	0	1	0	3
48.8	153	971	974	967	1	1	1	0	2	0	4	2	1	0	1	1
48.9	153	975	972	976	0	2	0	0	1	0	2	0	1	2	0	1
49.	152	972	975	978	1	2	0	2	0	0	1	0	0	0	0	0
49.1	155	971	976	975	0	1	1	0	0	0	0	0	0	3	1	2
49.2	154	970	973	969	2	0	1	2	0	1	1	1	1	1	1	0
49.3	153	975	969	964	0	1	3	3	1	1	0	0	1	1	1	1
49.4	154	969	975	971	2	3	0	0	2	0	0	2	1	3	1	2
49.5	149	974	965	971	0	0	3	0	1	1	1	2	0	0	0	1
49.6	152	968	969	975	1	0	2	0	2	5	1	0	2	1	0	0
49.7	152	966	975	976	2	1	1	0	1	0	0	2	1	0	1	1
49.8	153	969	973	974	1	2	1	0	2	1	0	2	0	2	0	0
49.9	155	976	969	968	0	1	2	2	1	1	1	1	0	2	2	1
50.	157	971	970	974	2	1	4	2	1	0	1	1	0	0	1	0
