"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
0.	0	0	0	0	1000	1000	1000	0	0	0	0	0	0	0	0	0
0.1	43	946	957	951	3	2	2	2	6	3	1	1	1	4	1	2
0.2	53	957	953	950	1	4	2	2	2	2	1	2	2	5	1	3
0.3	63	957	948	943	3	2	1	4	3	2	4	3	2	2	1	2
0.4	87	955	958	951	2	1	1	0	4	2	2	0	3	2	3	2
0.5	97	956	949	949	5	2	4	3	2	2	3	1	3	2	4	1
0.6	114	946	950	951	3	2	2	2	0	5	3	4	2	3	5	3
0.7	125	958	953	956	3	1	1	2	1	6	2	4	1	1	2	1
0.8	140	963	949	956	2	3	3	1	2	3	1	1	2	1	0	4
0.9	154	953	949	953	1	2	5	1	2	6	3	2	3	3	3	2
1.	169	951	956	963	3	3	1	4	2	4	1	0	1	1	5	0
1.1	182	960	948	957	1	5	4	5	1	2	2	0	0	3	2	4
1.2	189	963	960	955	5	1	4	7	1	3	0	1	0	2	1	0
1.3	199	948	955	960	1	2	4	3	2	4	0	3	0	1	2	0
1.4	209	950	957	961	1	4	1	2	3	1	0	1	3	4	6	3
1.5	218	959	952	959	2	1	6	4	1	3	3	3	0	2	1	2
1.6	229	951	959	955	2	4	4	1	1	4	1	3	1	0	1	3
1.7	235	954	959	957	5	2	0	0	0	5	2	2	2	2	0	2
1.8	244	956	960	955	1	3	1	3	3	3	0	0	1	0	2	2
1.9	249	947	951	964	2	2	2	2	2	4	0	3	4	1	5	4
2.	260	957	949	963	5	2	5	2	4	3	0	2	7	1	1	0
2.1	267	956	949	954	4	5	4	1	3	1	1	2	3	2	2	1
2.2	278	952	951	961	1	7	5	3	3	1	3	3	3	1	3	2
2.3	290	964	957	962	5	0	3	5	2	2	0	0	3	1	5	3
2.4	296	955	957	953	4	2	2	4	4	4	3	3	2	0	1	4
2.5	307	962	960	968	2	1	0	1	0	2	1	1	0	2	3	2
2.6	317	960	959	958	2	0	4	1	6	4	2	2	2	3	3	0
2.7	333	957	954	953	3	7	5	2	5	2	2	2	5	1	2	4
2.8	344	958	951	956	3	2	1	1	2	3	4	2	4	2	4	5
2.9	359	956	959	960	3	1	3	4	1	0	1	5	2	0	0	1
3.	374	956	968	964	3	1	0	2	3	4	4	3	2	1	0	4
3.1	377	955	962	962	2	5	4	1	0	1	1	2	1	2	2	3
3.2	389	962	965	961	4	4	2	1	1	1	4	1	2	3	1	1
3.3	395	966	959	966	0	4	4	2	1	3	2	0	0	2	2	1
3.4	406	956	966	962	6	8	0	1	0	1	0	0	1	5	5	1
3.5	412	960	965	959	3	2	3	1	4	3	3	2	1	0	2	1
3.6	424	954	961	959	4	4	1	2	2	2	3	1	2	2	2	3
3.7	437	962	966	963	5	1	6	3	2	2	0	2	0	0	2	1
3.8	441	962	967	953	3	1	2	3	6	2	1	2	3	4	2	3
3.9	447	961	966	956	2	4	2	1	5	2	2	1	1	3	0	2
4.	458	967	964	959	1	2	3	0	4	2	4	1	4	2	1	5
4.1	467	968	968	972	3	3	2	1	0	3	1	4	1	1	1	5
4.2	469	961	966	960	4	2	0	1	1	5	1	0	3	2	3	1
4.3	475	970	963	964	2	3	2	2	4	4	4	2	5	2	1	4
4.4	490	970	961	972	3	2	5	3	3	1	1	2	1	0	1	1
4.5	502	968	968	967	4	2	1	2	5	2	1	2	3	1	4	0
4.6	514	970	961	965	2	4	4	3	1	1	0	0	2	3	1	1
4.7	519	966	963	970	1	4	2	4	1	3	1	1	2	5	2	2
4.8	530	973	964	968	1	2	0	3	0	0	2	2	1	7	2	0
4.9	536	966	963	972	1	4	3	3	2	3	0	1	2	3	1	0
5.	541	966	960	962	2	4	3	1	0	5	3	2	3	2	4	1
5.1	547	970	971	965	1	3	2	0	2	2	2	5	0	2	1	1
5.2	556	977	973	971	1	2	2	3	0	2	2	1	2	0	1	0
5.3	561	969	965	965	4	0	6	2	0	1	1	1	2	4	1	3
5.4	562	966	965	971	4	4	0	3	2	4	2	1	3	3	2	2
5.5	570	966	972	968	1	1	3	2	2	4	2	2	0	4	3	1
5.6	575	966	972	973	2	2	3	1	0	0	1	2	0	2	1	1
5.7	586	966	974	970	0	1	5	4	2	2	1	2	0	3	2	1
5.8	597	964	971	969	3	5	5	2	1	0	2	1	0	2	3	3
5.9	604	970	972	965	1	3	2	2	1	3	2	1	0	0	3	3
6.	610	970	964	971	1	2	3	1	1	2	1	2	1	2	4	2
6.1	621	970	972	964	3	3	0	3	3	3	2	3	3	0	1	3
6.2	628	964	971	969	2	1	2	3	2	4	1	2	0	5	3	2
6.3	629	975	966	972	4	3	1	3	1	3	3	0	1	0	4	3
6.4	631	963	975	966	3	2	3	0	3	0	1	3	3	6	2	2
6.5	638	969	972	976	1	2	1	0	1	1	1	1	0	2	4	2
6.6	636	974	973	970	2	3	2	1	3	2	4	2	4	3	1	0
6.7	640	978	972	976	3	1	5	5	2	2	1	0	3	1	1	0
6.8	643	968	970	965	1	5	4	3	1	2	7	0	0	4	0	0
6.9	647	965	974	977	6	3	4	2	3	3	1	5	2	2	0	0
7.	656	974	969	972	0	3	3	3	2	0	2	3	1	1	1	4
7.1	667	975	968	970	0	3	2	2	2	4	2	2	2	1	3	1
7.2	671	975	972	977	0	3	1	2	2	2	2	2	2	0	1	1
7.3	675	967	968	975	1	1	3	3	1	4	0	3	3	2	1	1
7.4	680	973	967	970	0	3	5	5	2	4	2	3	1	2	1	1
7.5	685	974	976	971	0	2	3	1	1	0	3	1	2	0	2	2
7.6	692	976	975	973	2	3	3	2	1	4	2	1	0	0	0	3
7.7	701	977	979	972	3	3	2	0	3	1	1	1	0	1	1	0
7.8	705	976	975	974	2	5	2	2	1	1	1	2	4	3	1	2
7.9	710	981	971	974	1	2	5	1	1	1	1	3	2	1	2	1
8.	718	969	966	979	2	3	3	2	2	4	0	1	1	1	4	4
8.1	719	976	972	977	3	2	3	1	1	2	3	1	1	2	2	2
8.2	722	972	981	975	3	2	0	4	2	5	1	2	0	0	0	2
8.3	732	977	975	976	2	1	0	1	1	1	1	0	2	0	2	2
8.4	736	976	974	975	2	3	1	2	2	2	1	1	1	3	1	4
8.5	741	971	978	975	4	3	5	0	4	3	2	1	3	1	3	0
8.6	744	973	969	970	3	6	1	2	3	4	3	1	1	3	1	5
8.7	743	966	978	977	4	4	3	1	4	1	1	4	1	2	0	2
8.8	750	973	976	973	3	3	1	2	1	4	1	3	3	0	1	1
8.9	761	973	981	972	4	2	4	3	5	2	4	0	1	1	3	1
9.	766	974	975	982	2	3	1	1	3	5	0	0	1	1	2	2
9.1	765	976	971	984	0	3	3	1	1	5	0	1	2	1	2	2
9.2	761	978	976	981	2	3	5	3	2	1	2	3	0	2	0	1
9.3	769	976	979	974	0	2	3	2	3	2	0	5	0	2	0	4
9.4	772	978	979	977	4	3	1	1	2	1	1	1	2	0	3	3
9.5	775	982	974	975	1	5	1	4	0	2	3	1	1	1	3	2
9.6	781	982	985	983	0	3	1	0	1	0	0	1	2	2	0	1
9.7	791	981	981	981	2	0	1	2	3	1	1	1	1	0	1	1
9.8	797	980	976	974	5	4	3	3	1	0	3	1	2	3	2	3
9.9	799	980	975	976	5	1	4	5	1	2	1	1	1	0	1	3
10.	810	977	977	985	3	2	0	1	1	3	0	2	2	0	3	2
10.1	815	981	984	978	4	4	2	3	1	1	3	1	1	1	1	1
10.2	820	980	981	978	2	2	0	0	5	4	3	1	1	0	2	1
10.3	825	983	979	978	2	1	1	3	2	2	1	0	4	4	1	4
10.4	832	982	977	979	1	3	3	3	1	5	3	2	2	1	1	1
10.5	835	977	974	986	1	1	2	2	1	8	0	1	3	0	3	2
10.6	839	984	981	982	5	2	2	1	5	2	0	2	0	1	1	2
10.7	838	977	982	980	1	4	3	3	1	3	2	2	3	1	2	2
10.8	841	982	985	981	3	0	0	0	2	1	0	1	3	1	2	2
10.9	841	980	981	977	4	4	3	0	3	2	4	2	3	2	2	1
11.	845	981	983	985	0	2	1	3	3	3	1	2	1	0	2	2
11.1	856	980	979	985	3	3	2	2	1	2	3	0	3	2	1	3
11.2	860	980	984	986	1	4	0	1	0	3	2	1	0	1	1	4
11.3	861	978	985	987	0	1	1	0	1	7	1	2	1	1	0	1
11.4	863	979	980	985	4	3	2	2	4	4	1	1	1	3	2	2
11.5	867	982	982	981	2	3	5	2	4	2	1	3	2	3	1	4
