"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
9.3	866	991	990	989	1	0	0	1	0	1	0	0	0	1	1	2
9.4	870	992	988	990	0	2	1	1	0	1	0	0	0	0	1	1
9.5	878	992	988	989	0	2	1	5	2	1	0	0	0	0	0	1
9.6	890	992	988	990	1	1	1	0	1	1	0	0	0	0	0	2
9.7	894	988	994	990	1	0	0	0	2	0	0	0	0	1	1	0
9.8	899	989	986	990	1	1	3	2	0	3	0	0	0	0	3	1
9.9	902	990	992	990	1	0	0	0	1	4	0	0	0	1	0	0
10.	908	990	993	992	1	1	0	0	3	1	0	0	0	1	0	1
10.1	911	993	992	991	1	0	2	1	2	0	0	0	1	1	0	0
10.2	915	990	995	989	1	0	1	0	3	0	0	0	0	2	1	0
10.3	918	995	994	990	0	0	3	1	1	1	0	0	0	1	0	0
10.4	920	993	991	993	0	1	2	2	0	0	0	0	1	0	1	0
10.5	922	996	995	993	1	0	1	0	0	0	0	0	0	0	1	1
10.6	925	993	991	990	1	2	1	0	2	2	0	0	0	0	0	0
10.7	929	992	989	994	1	0	2	0	3	1	0	0	0	0	1	1
10.8	936	995	995	992	1	2	1	1	1	1	0	0	0	0	0	0
10.9	940	996	993	995	0	1	1	0	0	0	0	0	0	0	0	0
11.	944	995	996	993	1	0	1	0	0	1	0	0	0	0	0	1
11.1	950	993	997	997	1	0	0	0	0	1	0	0	0	1	1	0
11.2	953	993	995	994	1	1	1	0	2	1	0	0	0	0	2	1
11.3	953	994	995	996	0	0	1	0	1	1	0	0	0	1	1	0
11.4	957	997	995	998	0	0	0	0	0	1	0	0	0	0	0	0
11.5	959	996	994	994	1	0	1	1	2	2	0	0	0	0	0	1
11.6	961	995	995	994	2	0	0	0	1	3	0	0	0	0	0	1
11.7	964	996	994	995	1	1	1	0	0	0	0	0	0	0	0	2
11.8	967	996	994	997	0	1	0	0	1	2	0	0	0	0	1	0
11.9	969	995	995	995	1	0	1	1	2	0	0	0	0	0	0	0
12.	972	996	995	996	0	0	0	2	2	0	0	0	1	0	0	0
12.1	973	997	997	994	0	0	1	1	2	0	0	0	0	1	0	0
12.2	974	996	995	997	0	1	0	1	2	1	0	0	0	0	0	0
12.3	976	994	996	998	0	1	0	1	1	2	0	0	0	0	1	0
12.4	978	995	995	995	1	2	0	2	2	1	0	0	0	0	0	1
12.5	981	996	998	995	1	1	2	0	1	0	0	0	0	0	0	0
12.6	981	997	996	995	1	2	1	0	1	1	0	0	0	0	0	0
12.7	982	999	996	994	0	1	2	3	0	0	1	0	0	0	0	1
12.8	982	997	995	995	1	0	3	2	0	0	0	0	0	0	2	1
12.9	983	996	996	995	1	1	3	1	0	1	0	0	0	0	0	0
13.	987	997	998	995	1	1	1	0	1	1	0	0	0	1	0	0
13.1	989	999	999	995	0	0	1	1	0	0	0	0	0	1	0	0
13.2	990	998	999	998	1	0	0	1	0	1	0	0	0	0	0	0
13.3	990	998	998	999	0	0	0	1	0	1	0	0	0	0	0	0
13.4	990	998	998	998	0	0	1	0	1	1	0	0	0	0	0	0
13.5	990	998	996	998	0	0	0	2	1	1	0	0	1	0	0	0
13.6	993	998	999	998	0	0	0	1	1	1	0	0	0	1	0	0
13.7	992	998	999	997	0	0	1	1	1	0	1	0	0	1	0	0
13.8	993	998	998	998	0	1	1	1	1	0	0	0	0	1	0	0
13.9	992	997	998	997	0	1	1	1	1	0	0	1	0	1	0	0
14.	993	998	997	997	0	2	2	1	0	0	0	0	0	1	0	0
14.1	995	997	998	998	2	2	1	0	0	0	0	0	0	0	0	0
14.2	996	997	998	998	2	2	1	0	1	0	0	0	0	0	0	0
14.3	997	998	998	999	1	2	1	0	0	0	0	0	0	0	0	0
14.4	997	998	998	999	1	2	1	0	0	0	0	0	0	0	0	0
14.5	997	998	998	999	1	2	1	0	0	0	0	0	0	0	0	0
14.6	998	999	999	1000	0	1	0	0	0	0	0	0	0	0	0	0
14.7	998	999	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
14.8	998	999	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
14.9	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
15.	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
15.1	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
15.2	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
15.3	998	1000	999	1000	0	0	0	0	0	0	0	0	0	0	0	0
15.4	998	1000	999	1000	0	0	0	0	0	0	0	0	0	0	0	0
15.5	998	1000	999	1000	0	0	0	0	0	0	0	0	0	0	0	0
15.6	998	1000	999	999	0	0	1	0	0	0	0	0	0	0	0	0
15.7	998	1000	999	999	0	0	1	0	0	0	0	0	0	0	0	0
15.8	997	1000	999	998	0	0	1	0	0	0	1	0	0	0	0	0
15.9	998	999	999	1000	0	0	0	0	0	1	0	0	0	0	1	0
16.	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
16.1	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
16.2	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.3	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
16.4	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.5	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.6	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.7	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.8	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
16.9	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.1	998	999	999	998	1	0	1	1	1	0	0	0	0	0	0	0
17.2	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.3	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.4	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.5	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.6	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.7	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
17.8	998	999	999	999	1	0	0	0	1	0	0	0	1	0	0	0
17.9	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
18.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.1	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
18.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
18.8	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
18.9	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
19.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.2	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
19.3	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
19.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
19.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.2	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
20.3	997	999	1000	998	0	0	0	0	0	0	2	1	0	0	0	0
20.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.6	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
20.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
20.8	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
20.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
21.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.2	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
22.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
22.8	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
22.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.3	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
23.4	999	999	999	1000	0	1	0	0	0	1	0	0	0	0	0	0
23.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.7	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
23.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
23.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.3	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
24.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
24.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.1	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
25.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
25.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
26.8	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
26.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
27.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
27.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
27.2	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
27.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
27.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
27.5	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
27.6	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
27.7	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
27.8	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
27.9	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
28.	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
28.1	999	999	1000	999	1	0	0	0	1	0	0	0	0	0	0	0
28.2	997	999	1000	998	1	0	0	0	0	0	1	0	0	0	0	0
28.3	998	999	1000	999	1	0	0	0	0	0	0	0	0	0	0	0
28.4	996	999	998	999	0	1	0	0	0	0	0	0	1	1	0	1
28.5	997	999	999	999	0	1	0	0	0	0	0	0	0	1	0	1
28.6	998	999	999	999	0	1	1	0	0	0	0	0	0	1	0	0
28.7	997	999	999	998	1	1	0	0	0	0	1	0	0	0	0	1
28.8	998	999	999	999	1	1	0	0	0	0	0	0	0	0	0	1
28.9	997	997	998	999	1	2	0	0	1	2	0	0	0	0	0	0
29.	999	999	999	999	1	1	1	0	0	0	0	0	0	0	0	0
29.1	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
29.2	999	1000	999	999	0	0	1	1	0	0	0	0	0	0	0	0
29.3	998	1000	999	998	0	0	1	1	0	0	1	0	0	0	0	0
29.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
29.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
29.6	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
29.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
29.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
29.9	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
30.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.3	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
30.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.7	998	1000	1000	998	0	0	0	0	0	0	2	0	0	0	0	0
30.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
30.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.7	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
31.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
31.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.1	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
32.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.4	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
32.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
32.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.5	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
33.6	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
33.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
33.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.7	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
34.9	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.1	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
35.2	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.4	999	999	1000	1000	0	0	0	0	0	0	0	1	0	0	0	0
35.5	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
35.6	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.7	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
35.8	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
35.9	999	1000	1000	999	0	0	0	0	0	0	1	0	0	0	0	0
36.	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.1	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.2	999	1000	999	1000	0	0	0	0	0	0	0	0	1	0	0	0
36.3	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.4	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
36.5	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0
