"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
38.4	6	951	944	950	2	5	2	5	3	2	0	4	1	0	2	0
38.5	7	946	951	948	2	2	2	4	3	1	1	2	1	4	2	4
38.6	6	954	952	941	1	1	6	5	2	1	1	3	2	3	0	1
38.7	6	951	945	954	0	3	1	3	3	2	3	2	2	0	2	0
38.8	8	942	949	957	1	2	3	4	5	4	2	3	1	5	1	1
38.9	9	949	949	957	5	1	2	2	4	2	2	1	3	1	1	1
39.	8	954	955	960	1	2	2	1	2	2	0	2	2	0	4	2
39.1	9	948	941	956	0	2	4	0	0	0	3	3	2	0	2	0
39.2	9	946	948	939	2	5	2	4	3	2	5	0	2	1	3	2
39.3	7	947	948	954	5	3	1	1	2	3	2	0	2	2	1	3
39.4	4	952	949	949	1	2	2	1	3	4	4	3	5	3	2	2
39.5	5	941	945	958	2	1	5	5	4	4	0	4	5	1	2	3
39.6	4	951	958	942	3	1	5	1	0	0	2	2	0	2	2	3
39.7	6	953	954	951	2	4	4	1	0	2	2	0	3	0	4	1
39.8	6	943	952	952	2	3	4	0	5	3	2	1	3	3	3	3
39.9	7	949	954	954	3	3	3	3	2	0	1	0	2	1	2	2
40.	6	947	951	939	4	1	1	5	4	4	2	3	3	3	1	5
40.1	6	958	950	951	1	2	4	2	1	3	3	1	4	2	2	1
40.2	5	952	952	953	2	2	1	3	3	2	1	0	1	4	1	1
40.3	6	955	955	943	3	6	2	6	3	1	2	3	2	3	0	2
40.4	8	954	950	952	2	2	0	1	3	6	2	4	1	3	3	1
40.5	8	950	945	949	3	1	4	4	5	4	3	0	2	2	1	5
40.6	8	948	952	946	4	3	2	3	1	3	2	1	2	2	4	1
40.7	10	959	945	958	2	1	3	5	2	0	0	3	2	1	7	5
40.8	11	939	958	948	2	2	2	1	3	1	2	3	3	2	2	0
40.9	10	937	955	945	6	3	1	2	3	2	6	5	3	3	1	2
41.	11	956	949	941	3	5	3	1	2	1	4	1	2	0	3	2
41.1	9	955	949	943	4	0	1	0	5	4	3	1	3	1	4	3
41.2	10	945	951	950	0	3	4	3	5	2	2	2	3	0	2	2
41.3	9	947	952	950	3	3	2	1	3	1	1	3	3	3	1	3
41.4	11	942	947	952	3	5	3	3	3	0	3	1	4	2	3	1
41.5	12	939	948	938	2	8	3	4	3	0	3	5	3	3	2	3
41.6	11	956	955	952	2	3	1	1	2	2	2	1	2	1	1	3
41.7	11	942	937	952	2	4	3	3	4	3	1	3	3	3	3	2
41.8	13	956	950	958	1	0	0	3	0	2	2	1	2	2	5	3
41.9	14	952	942	950	1	4	5	1	1	2	2	1	3	1	4	3
42.	16	956	955	946	3	2	2	2	2	4	6	3	2	2	2	2
42.1	19	958	951	937	0	1	1	3	3	2	3	2	4	1	1	5
42.2	15	947	946	942	3	3	3	2	1	4	7	2	3	2	1	4
42.3	13	946	952	941	1	4	3	5	6	3	6	1	2	1	1	1
42.4	10	954	944	951	5	1	5	2	2	1	2	1	4	3	3	5
42.5	11	949	951	950	5	1	9	0	1	0	0	3	5	2	5	2
42.6	13	948	941	948	3	1	5	2	2	4	0	2	3	2	3	1
42.7	14	954	950	950	0	1	2	1	3	5	2	4	3	0	2	3
42.8	15	947	948	950	2	2	2	2	4	2	3	3	5	3	4	6
42.9	17	940	946	959	4	4	2	3	4	1	3	2	3	1	3	0
43.	18	954	948	947	2	1	2	2	4	5	4	4	2	1	3	2
43.1	18	949	956	948	4	1	1	1	2	1	2	5	1	2	1	2
43.2	19	940	958	953	6	1	1	3	4	4	2	4	2	3	0	0
43.3	21	951	950	955	4	4	0	0	3	3	2	1	1	3	4	1
43.4	17	956	947	952	2	3	2	5	7	3	2	2	2	0	1	0
43.5	18	951	953	950	6	3	2	2	2	5	3	1	4	2	0	2
43.6	19	954	952	961	1	4	4	3	0	1	3	4	6	1	2	4
43.7	18	949	953	948	2	1	3	1	1	2	3	3	0	3	5	5
43.8	16	948	944	948	0	2	3	1	1	1	2	5	3	4	5	4
43.9	18	960	950	955	0	1	4	2	2	2	3	1	3	1	2	1
44.	22	955	953	938	3	2	1	3	3	5	5	2	0	2	3	3
44.1	17	947	945	950	2	4	2	6	1	5	4	4	2	0	0	2
44.2	16	949	943	941	4	2	5	3	4	0	7	2	1	2	1	4
44.3	15	949	943	944	3	2	5	1	1	0	4	3	3	2	2	2
44.4	15	950	952	949	1	0	5	3	3	1	1	5	2	1	5	2
44.5	18	949	946	952	3	4	2	3	2	1	1	3	1	5	2	3
44.6	16	950	955	954	2	2	2	2	2	1	2	4	2	0	1	1
44.7	14	953	942	952	0	1	2	3	3	1	2	2	3	2	1	1
44.8	12	951	939	950	3	2	6	4	2	1	2	0	5	2	1	3
44.9	11	948	945	944	1	0	2	2	3	3	3	3	4	7	4	7
45.	10	951	952	940	3	3	3	3	3	1	2	2	4	3	2	3
45.1	10	953	953	951	4	4	4	3	0	1	1	3	1	1	0	5
45.2	9	953	951	950	1	2	4	1	0	4	1	5	2	3	1	5
45.3	11	953	954	949	3	1	2	1	2	2	2	0	2	4	1	5
45.4	12	948	953	950	0	1	5	2	3	2	2	1	3	4	0	1
45.5	12	951	948	950	5	3	4	2	3	4	5	2	0	1	1	3
45.6	13	946	945	947	0	2	2	2	5	3	4	1	5	4	3	4
45.7	12	951	951	948	3	1	3	4	2	0	0	2	3	3	4	0
45.8	14	949	948	951	3	2	2	1	2	6	1	3	2	0	0	1
45.9	14	949	949	948	2	4	3	1	3	1	2	4	1	3	5	1
46.	14	951	952	940	2	1	3	3	4	5	0	4	1	3	2	5
46.1	16	949	945	951	4	3	4	1	3	2	0	2	4	4	2	3
46.2	19	953	946	945	3	1	4	3	2	1	3	2	5	2	0	3
46.3	17	951	947	948	3	4	1	1	2	0	3	2	2	2	0	2
46.4	14	947	947	953	3	5	3	3	1	1	1	2	2	2	1	0
46.5	11	949	950	940	5	4	2	2	1	2	2	3	3	2	3	2
46.6	10	947	956	945	4	5	2	3	3	4	2	0	0	4	2	4
46.7	12	946	951	951	3	4	5	0	3	2	0	3	2	6	1	1
46.8	15	950	956	957	1	3	2	3	0	0	0	0	1	1	2	1
46.9	14	954	944	947	2	2	3	4	2	1	3	4	3	2	4	5
47.	12	949	946	953	2	2	2	3	1	4	1	1	1	2	4	3
47.1	11	950	953	944	2	1	0	2	2	4	1	2	2	0	2	4
47.2	11	946	948	957	0	4	4	3	3	1	1	0	3	1	3	1
47.3	11	949	953	954	2	0	2	5	4	2	4	2	1	4	2	0
47.4	10	955	951	953	1	2	2	2	1	2	1	4	0	3	1	2
47.5	13	944	950	954	3	3	3	2	4	4	2	2	0	3	2	2
47.6	10	953	940	945	6	2	0	2	2	1	4	1	1	2	4	4
47.7	12	948	950	955	1	5	2	1	1	0	3	4	0	2	2	2
47.8	8	947	951	949	3	1	4	4	3	2	4	2	2	4	3	3
47.9	5	944	945	949	3	4	2	3	2	3	3	7	2	4	3	2
48.	7	955	955	946	3	1	0	1	3	1	4	0	1	2	3	2
48.1	8	951	953	939	4	4	0	3	2	1	3	5	0	1	1	2
48.2	10	950	961	944	3	1	2	1	4	2	2	1	0	5	0	2
48.3	10	941	951	963	3	7	2	1	0	4	0	3	2	4	1	1
48.4	10	958	956	942	2	2	3	1	1	2	2	1	2	4	2	3
48.5	10	943	951	952	1	3	4	2	3	3	4	1	2	1	2	1
48.6	8	950	947	951	3	1	5	2	4	5	1	2	0	3	2	6
48.7	10	951	959	954	4	3	4	3	1	2	1	1	0	4	1	2
48.8	9	950	942	950	4	7	5	1	4	4	3	2	3	2	2	1
48.9	9	952	945	952	4	4	1	1	0	2	3	2	0	1	5	1
49.	8	951	957	960	1	5	1	2	4	5	2	2	2	3	3	1
49.1	7	952	958	950	6	3	1	5	1	1	5	1	3	1	1	0
49.2	11	947	945	948	1	3	1	3	1	1	3	2	1	4	2	6
49.3	12	948	944	949	2	0	3	2	1	2	2	3	3	2	2	3
49.4	11	951	944	943	3	2	3	1	2	5	1	0	1	2	1	3
49.5	11	945	948	954	3	5	4	5	2	6	1	3	1	0	1	1
49.6	11	952	946	953	2	3	4	6	1	6	2	2	1	1	3	2
49.7	12	947	944	956	1	6	2	1	2	3	3	1	3	3	1	4
49.8	12	955	952	946	3	1	3	0	2	3	1	2	4	3	3	4
49.9	11	948	956	953	2	0	6	0	1	2	0	1	2	2	2	5
50.	12	949	944	946	4	3	4	3	4	1	5	2	2	0	1	4
