"[T]"	"T"	"AB"	"BC"	"CA"	"mA"	"mB"	"mC"	"cAB"	"cBC"	"cCA"	"ABC"	"BCA"	"CAB"	"ABCA"	"BCAB"	"CABC"
8.7	11	947	947	947	0	4	2	3	2	3	3	4	3	3	3	1
8.8	11	948	947	948	1	1	0	3	5	3	2	5	3	1	3	2
8.9	12	951	951	958	4	0	2	1	2	1	2	1	3	3	3	2
9.	13	950	951	952	2	1	2	4	0	5	1	0	2	3	1	3
9.1	13	955	949	953	1	2	2	4	2	2	1	0	1	4	0	1
9.2	14	945	955	947	2	1	3	3	2	1	3	2	1	5	5	0
9.3	15	952	948	952	0	4	3	2	3	3	5	0	4	4	2	1
9.4	18	955	948	952	1	1	2	1	1	1	2	4	2	3	4	3
9.5	15	954	951	957	4	2	1	1	1	2	3	2	1	1	1	3
9.6	14	950	938	951	3	2	4	3	0	3	3	3	3	2	5	3
9.7	11	941	950	953	3	4	2	1	4	2	2	1	1	0	3	0
9.8	12	953	949	953	3	3	4	3	0	1	4	2	4	2	0	4
9.9	12	951	947	955	4	1	1	2	1	2	1	1	3	2	2	2
10.	13	949	947	960	3	4	3	3	2	7	1	3	0	2	3	2
10.1	13	949	942	942	3	2	2	8	0	3	3	3	2	1	3	3
10.2	13	957	946	952	4	4	1	2	2	1	0	2	3	4	1	5
10.3	14	953	954	947	2	4	2	3	2	3	6	2	0	2	2	1
10.4	13	953	953	943	3	2	3	3	4	1	1	2	1	6	2	2
10.5	12	950	945	952	0	2	5	2	1	1	4	1	2	2	3	4
10.6	12	949	946	955	1	4	4	2	3	3	3	2	1	1	2	2
10.7	13	958	950	948	1	3	4	4	3	2	4	4	2	1	4	2
10.8	15	947	958	952	5	2	0	2	2	3	1	5	2	1	3	1
10.9	13	952	950	947	2	3	0	2	4	0	1	2	4	6	1	2
11.	12	951	944	948	6	1	6	1	1	4	3	1	4	3	5	2
11.1	12	953	958	949	2	2	3	3	5	1	2	1	0	0	1	1
11.2	13	946	952	949	3	1	3	2	4	6	0	1	3	1	3	2
11.3	12	945	958	945	5	1	0	2	1	1	5	4	2	1	1	0
11.4	10	954	948	941	2	3	2	6	4	1	3	0	1	2	2	6
11.5	9	945	953	944	2	1	1	1	1	0	1	4	5	4	2	3
11.6	7	952	945	943	2	2	2	2	6	3	4	3	0	2	3	2
11.7	6	953	947	951	6	0	3	6	2	4	1	3	5	1	1	1
11.8	4	956	954	949	4	3	4	1	1	2	6	1	1	1	5	1
11.9	4	944	945	956	3	1	2	1	5	3	2	2	6	3	2	3
12.	7	947	945	939	2	3	3	3	3	3	2	2	0	2	3	4
12.1	5	950	941	950	2	2	3	2	2	7	7	2	4	3	4	2
12.2	9	951	941	946	2	3	3	2	1	1	5	1	2	1	4	4
12.3	7	952	950	949	3	3	5	3	0	0	3	3	0	0	1	2
12.4	7	945	946	949	2	1	3	4	1	2	4	4	1	2	6	4
12.5	8	951	949	956	3	4	3	0	3	0	1	4	3	0	2	1
12.6	9	947	937	949	0	4	4	5	1	5	3	3	3	1	5	4
12.7	12	949	947	946	3	1	6	2	2	1	3	1	4	2	0	1
12.8	16	955	956	953	0	5	2	4	0	0	1	3	0	0	2	1
12.9	16	954	944	950	2	3	3	4	2	2	2	3	2	3	2	1
13.	18	951	947	944	3	1	2	3	3	1	1	2	4	2	3	1
13.1	15	948	946	949	4	4	0	2	3	2	0	1	1	2	2	1
13.2	15	933	950	948	1	2	0	1	3	2	1	7	4	3	1	6
13.3	17	954	950	955	1	4	3	5	3	4	1	1	2	1	2	3
13.4	20	950	954	959	3	0	3	1	3	1	2	4	2	2	2	0
13.5	20	950	955	956	1	3	1	2	2	3	3	3	1	2	3	2
13.6	19	948	946	958	4	4	3	5	3	3	1	4	2	1	2	1
13.7	17	948	947	949	0	4	2	6	2	3	1	4	2	3	0	0
13.8	15	955	951	944	4	3	2	1	6	6	3	0	5	2	0	6
13.9	16	949	949	962	4	2	2	3	3	3	1	1	1	2	0	0
14.	14	944	945	947	2	3	1	4	3	4	0	4	4	2	2	3
14.1	11	956	940	947	1	3	1	6	3	3	2	1	3	1	3	5
14.2	11	950	950	952	4	3	2	1	2	2	2	2	1	2	1	6
14.3	11	954	954	953	4	4	3	3	2	2	0	3	0	1	2	2
14.4	8	943	953	947	1	2	2	3	5	2	2	2	1	2	3	3
14.5	8	954	949	943	2	1	4	2	1	2	6	1	4	0	2	2
14.6	8	955	949	956	4	0	2	2	1	4	0	1	1	2	1	2
14.7	7	949	957	951	3	4	1	2	4	1	3	1	2	3	0	3
14.8	7	951	952	952	2	3	3	3	1	1	3	2	4	0	4	1
14.9	7	948	953	953	1	3	1	4	4	5	3	3	1	1	1	3
15.	6	956	948	955	2	5	0	0	1	2	2	1	2	2	1	7
15.1	5	944	957	945	3	3	2	1	2	3	4	0	0	4	5	1
15.2	7	945	951	948	2	3	5	0	5	2	2	3	3	4	3	0
15.3	8	943	950	945	2	6	4	2	2	3	3	3	1	1	1	0
15.4	7	951	950	944	3	3	3	3	1	3	4	1	1	5	4	1
15.5	8	955	943	950	3	2	3	4	0	6	3	1	1	1	1	0
15.6	10	953	952	956	0	4	4	4	2	2	0	3	3	0	3	2
15.7	11	947	955	950	4	5	6	3	5	3	1	5	3	3	3	1
15.8	9	941	955	949	4	2	1	3	1	1	2	2	3	1	2	6
15.9	12	954	953	954	1	0	3	2	1	2	2	3	1	1	0	2
16.	13	952	955	955	1	2	2	1	3	3	3	2	1	1	3	3
16.1	13	955	957	946	2	3	1	1	1	2	5	1	1	2	1	3
16.2	14	963	953	949	2	1	0	1	3	1	2	1	5	2	2	2
16.3	14	951	949	947	9	0	1	3	0	5	5	4	3	2	2	1
16.4	13	949	951	953	2	1	1	2	2	2	3	3	1	2	2	1
16.5	16	954	954	953	1	3	0	3	0	0	1	1	3	3	4	0
16.6	14	948	945	946	4	3	2	3	5	3	2	3	1	2	0	2
16.7	13	951	957	948	3	5	5	0	0	1	2	2	3	2	4	3
16.8	12	947	953	953	3	2	1	2	2	2	2	2	2	3	1	5
16.9	12	950	951	943	3	4	3	2	6	3	1	2	2	1	2	2
17.	14	949	947	953	2	3	2	5	6	2	2	2	4	3	2	0
17.1	14	952	955	946	1	2	2	0	3	3	3	3	1	5	2	2
17.2	14	954	957	953	1	2	3	4	2	4	1	3	0	3	0	0
17.3	14	943	944	945	3	6	3	4	1	6	0	0	0	2	5	1
17.4	15	949	953	944	3	2	4	3	3	4	2	2	2	3	1	2
17.5	14	945	952	938	2	3	2	4	4	3	7	5	2	3	2	0
17.6	15	950	942	954	2	1	2	0	5	4	1	2	5	3	3	2
17.7	14	955	954	948	2	2	0	2	1	2	3	3	1	0	0	1
17.8	18	945	954	953	4	2	2	2	0	1	0	4	2	3	2	4
17.9	18	944	953	953	5	7	1	2	0	2	3	2	2	5	3	2
18.	17	948	954	951	3	4	4	2	1	3	3	3	4	0	2	3
18.1	13	949	947	955	2	5	2	2	1	5	3	1	1	1	2	4
18.2	11	947	956	949	2	4	2	2	5	0	2	4	2	1	3	3
18.3	13	952	956	959	3	1	1	1	1	3	1	2	1	0	1	2
18.4	12	955	946	944	5	1	3	3	1	2	3	2	2	2	1	2
18.5	14	950	950	952	2	2	1	2	1	4	2	4	2	3	3	0
18.6	11	953	952	948	1	0	4	5	0	3	2	4	1	2	1	3
18.7	13	952	957	956	2	4	2	3	2	2	0	1	1	2	2	0
18.8	14	954	947	949	3	1	3	4	1	2	1	0	2	3	4	1
18.9	13	956	952	946	2	2	5	2	1	3	1	1	0	1	2	4
19.	10	946	951	950	0	0	1	4	2	3	2	2	1	2	1	4
19.1	12	944	948	951	5	3	3	2	2	1	6	4	1	2	0	1
19.2	13	948	961	950	1	3	3	1	3	1	3	3	1	3	1	2
19.3	12	951	946	950	2	6	5	2	1	4	4	1	2	3	3	1
19.4	14	953	950	946	4	4	2	1	1	1	7	0	2	2	4	3
19.5	13	956	951	955	3	1	4	4	7	2	1	1	0	9	2	1
19.6	13	954	957	952	3	5	1	1	2	2	5	3	0	2	2	1
19.7	10	957	950	954	0	4	2	4	1	1	2	3	1	1	1	2
19.8	10	946	936	948	3	3	0	6	2	2	2	1	2	2	3	4
19.9	11	950	953	949	0	0	1	1	3	3	2	1	2	0	2	1
20.	8	948	949	958	3	5	2	3	2	2	0	2	8	3	3	2
20.1	9	956	949	946	3	2	3	2	3	3	2	2	0	2	3	3
20.2	8	957	948	952	1	1	1	1	2	3	1	0	4	1	0	2
20.3	8	951	951	953	3	4	0	5	4	1	0	0	3	1	4	1
20.4	8	944	953	952	2	2	3	1	5	2	2	4	3	3	3	1
20.5	9	948	956	956	2	2	3	1	1	3	4	3	1	1	3	1
20.6	15	951	953	948	6	3	3	2	0	0	1	1	1	3	3	2
20.7	15	942	954	957	2	1	0	1	4	4	1	3	5	2	1	2
20.8	14	945	955	943	4	2	0	1	1	3	2	5	1	2	3	2
20.9	15	949	950	948	0	2	1	2	2	2	3	6	1	2	2	2
21.	14	941	946	951	4	1	2	1	3	1	5	3	5	5	3	1
21.1	12	945	950	946	4	3	6	4	0	2	3	0	0	2	1	1
21.2	13	958	938	936	5	0	4	6	0	1	8	2	5	3	2	3
21.3	10	953	947	950	3	4	2	0	3	2	1	2	2	0	3	0
21.4	9	949	958	947	5	1	5	2	4	1	3	2	3	1	6	0
21.5	9	952	954	950	3	4	3	3	4	1	3	1	1	0	1	1
21.6	9	941	948	940	5	4	1	2	7	1	6	4	5	2	1	1
21.7	9	944	955	948	1	2	1	2	3	2	5	2	1	3	1	1
21.8	8	962	946	953	1	1	1	3	1	1	1	3	1	1	3	4
21.9	7	956	956	945	2	1	0	5	2	1	3	1	1	1	1	4
22.	7	952	947	951	3	1	2	0	3	2	1	2	0	1	3	4
22.1	8	948	957	956	0	2	0	3	4	6	5	1	0	1	0	1
22.2	8	949	950	949	4	3	1	5	7	4	4	5	2	3	0	3
22.3	8	953	956	949	3	3	5	2	5	1	1	1	2	2	2	2
22.4	6	944	951	951	1	0	1	5	1	3	1	4	1	2	1	1
22.5	6	944	961	959	2	4	0	1	1	3	0	5	0	1	3	1
22.6	7	951	953	953	2	2	3	0	6	4	3	2	4	3	0	1
22.7	6	951	946	940	6	4	1	6	4	1	3	5	1	1	2	4
22.8	7	950	940	947	0	4	5	6	3	4	1	0	1	1	3	7
22.9	8	953	953	957	3	2	2	2	3	2	0	4	1	2	2	0
23.	6	950	950	953	4	4	2	2	6	1	1	1	2	2	2	2
23.1	5	937	952	949	5	3	4	5	2	4	4	6	2	1	3	4
23.2	5	949	942	951	1	3	6	2	6	0	2	4	3	2	2	2
23.3	6	953	953	949	3	1	0	4	3	4	5	0	2	3	3	2
23.4	6	938	948	947	6	4	4	3	3	2	4	7	1	5	5	2
23.5	9	945	958	937	5	4	1	2	4	3	1	3	4	3	1	2
23.6	9	952	939	939	0	3	6	3	1	5	2	2	4	1	5	6
23.7	9	952	945	953	1	2	9	0	4	4	0	2	6	2	2	2
23.8	8	943	947	957	1	3	1	4	2	2	2	1	1	2	2	3
23.9	7	947	946	945	1	2	1	6	3	2	2	2	3	0	2	1
24.	9	953	937	949	3	2	2	5	2	1	2	3	7	4	3	2
24.1	13	953	943	947	4	1	5	5	1	6	5	2	3	1	3	2
24.2	13	946	955	956	3	5	0	1	2	3	1	4	0	0	2	2
24.3	13	946	954	954	0	1	3	1	1	5	3	0	2	1	1	3
24.4	14	946	948	953	3	1	7	2	3	2	1	4	4	1	3	5
24.5	18	952	945	948	2	3	8	2	2	2	2	3	2	0	2	2
24.6	17	949	949	944	3	0	4	2	4	2	5	2	3	5	0	2
24.7	14	945	944	946	2	5	3	2	4	5	1	4	5	3	3	2
24.8	12	954	948	952	3	3	0	2	0	2	3	3	3	1	5	2
24.9	9	953	950	951	2	1	1	1	2	1	4	1	0	3	2	2
25.	6	946	947	957	4	1	1	0	1	0	2	5	3	3	3	4
25.1	7	954	950	945	3	3	1	3	2	2	2	3	4	1	3	2
25.2	14	946	949	951	2	4	2	1	3	3	4	2	0	3	4	2
25.3	12	949	943	948	2	4	1	1	1	1	2	3	4	2	4	7
25.4	14	947	953	957	2	4	3	3	3	1	0	4	0	4	2	4
25.5	14	954	942	956	4	1	1	2	1	4	3	2	6	2	2	1
25.6	11	951	951	947	4	1	2	2	3	3	4	2	4	4	1	3
25.7	14	946	954	949	1	2	4	2	3	4	0	4	3	1	2	1
25.8	12	948	953	954	6	4	4	3	4	4	3	1	2	2	3	2
25.9	12	953	956	950	1	1	3	2	0	3	0	2	3	2	3	1
26.	12	956	949	949	1	1	3	4	7	5	4	1	2	2	1	3
26.1	12	945	950	945	5	1	1	6	2	4	2	3	0	2	1	4
26.2	12	955	956	942	2	3	1	3	6	0	3	3	2	1	1	2
26.3	12	950	945	950	3	5	3	2	2	0	3	1	4	1	0	2
26.4	12	947	948	952	0	2	3	4	2	3	2	2	4	3	2	5
26.5	12	956	953	951	2	2	3	2	2	0	1	0	1	1	2	4
26.6	12	946	955	953	3	2	2	2	2	1	2	3	2	2	2	2
26.7	14	951	941	945	2	4	0	2	2	3	3	3	1	2	2	3
26.8	11	954	953	951	3	2	4	2	3	2	2	2	4	1	1	1
26.9	10	955	950	944	3	2	1	1	4	2	2	0	2	3	1	0
27.	8	948	953	946	5	2	7	2	1	3	3	3	0	3	2	0
27.1	10	947	952	947	5	5	2	1	3	2	2	3	2	6	3	3
27.2	10	948	941	944	3	2	2	1	5	4	2	3	3	0	1	1
27.3	10	948	951	947	3	3	2	3	0	1	2	5	1	4	7	3
27.4	12	949	950	942	4	1	1	3	3	0	3	0	0	1	1	3
27.5	12	952	947	952	2	2	3	1	1	1	2	3	5	4	3	2
27.6	14	943	937	950	2	4	1	1	3	4	1	4	4	3	3	1
27.7	11	953	945	948	1	3	2	3	3	3	1	2	0	2	3	4
27.8	13	941	957	946	5	3	4	2	3	4	1	6	1	3	3	1
27.9	13	948	957	959	2	2	1	3	2	3	2	1	1	0	2	4
28.	12	950	957	950	3	1	0	2	2	2	1	4	3	3	3	1
28.1	15	955	946	950	2	0	1	1	1	0	1	1	2	1	5	0
28.2	13	949	946	952	2	2	2	3	1	3	3	2	3	2	3	2
28.3	13	960	949	954	3	1	5	2	4	1	1	0	2	3	0	1
28.4	13	950	953	946	3	1	0	1	2	3	3	3	1	1	4	3
28.5	14	951	960	946	1	2	1	1	1	4	1	4	4	1	1	2
28.6	18	951	952	937	4	1	5	3	5	5	6	0	1	1	3	3
28.7	19	950	952	945	2	3	2	4	3	1	0	6	3	2	3	2
28.8	20	952	948	947	6	1	2	1	5	1	5	1	4	4	2	0
28.9	19	951	948	955	2	2	2	3	2	3	4	1	2	2	3	1
29.	12	947	950	944	2	2	4	1	1	1	2	3	2	4	2	2
29.1	15	952	958	946	2	3	1	3	1	2	2	3	1	2	0	2
29.2	14	950	946	944	1	4	1	2	2	4	3	0	1	6	1	2
29.3	13	953	948	958	0	0	2	2	0	4	0	2	4	1	4	1
29.4	13	949	943	948	1	4	2	5	2	3	1	3	3	2	2	4
29.5	14	950	940	947	3	3	4	2	1	6	2	2	2	5	2	2
29.6	12	950	948	954	4	3	2	3	3	4	3	3	1	1	2	1
29.7	14	955	959	949	0	2	3	3	0	2	5	0	3	0	1	1
29.8	13	953	942	948	4	3	2	3	2	2	2	1	2	2	2	4
29.9	13	944	946	957	2	2	2	3	2	1	1	1	3	3	7	2
30.	14	943	954	946	4	4	1	1	2	3	2	3	2	1	2	2
30.1	13	954	957	958	3	4	4	1	0	1	3	4	2	1	5	3
30.2	10	940	950	946	2	4	1	1	6	4	1	3	3	0	2	0
30.3	12	936	941	955	5	5	3	4	4	6	1	0	4	3	2	1
30.4	9	950	944	959	2	0	1	1	3	2	2	1	2	1	2	1
30.5	8	954	947	937	1	0	3	3	4	2	5	2	0	3	2	3
30.6	9	950	955	943	4	4	3	4	1	2	0	0	4	2	0	0
30.7	12	941	959	944	3	2	1	2	3	2	2	4	2	6	1	0
30.8	12	951	948	942	3	4	5	3	4	0	2	1	2	2	6	4
30.9	12	949	949	950	3	1	2	3	5	5	4	4	1	0	3	1
31.	12	947	953	955	1	2	4	3	3	3	3	5	0	1	1	2
31.1	11	950	955	940	2	4	3	2	1	2	7	2	2	1	2	2
31.2	10	955	948	956	5	3	0	2	3	1	1	0	4	1	2	3
31.3	11	949	941	953	0	6	1	2	3	6	1	1	6	6	2	2
31.4	11	948	945	953	4	8	4	3	4	2	0	3	2	1	1	1
31.5	11	952	955	948	2	1	2	0	4	2	4	1	3	1	0	2
31.6	10	950	948	950	1	2	3	7	3	3	2	1	2	3	4	3
31.7	11	945	947	955	1	1	6	1	5	1	0	2	6	1	1	2
31.8	13	943	955	940	10	1	2	3	6	1	3	4	1	0	5	4
31.9	13	956	945	946	1	1	4	4	4	0	3	1	3	4	4	4
32.	13	952	962	948	3	2	3	3	2	4	4	1	1	3	2	2
32.1	13	955	939	943	2	2	3	3	3	3	2	4	3	1	5	2
32.2	14	948	940	954	2	7	6	3	3	0	1	2	1	3	2	2
32.3	17	950	941	942	5	4	5	2	6	3	3	1	3	4	1	6
32.4	15	949	951	940	3	2	4	4	2	1	2	3	1	2	0	0
32.5	14	953	947	945	2	2	1	2	4	2	4	1	3	0	1	0
32.6	14	944	950	951	2	2	6	1	2	4	2	3	2	4	0	2
32.7	13	942	957	956	4	4	2	1	4	1	1	7	1	3	2	0
32.8	13	948	956	943	7	3	3	0	2	2	1	0	1	2	2	4
32.9	11	951	954	946	3	3	1	3	7	1	2	2	2	2	1	4
33.	11	950	957	944	6	1	6	4	2	2	4	2	1	2	2	2
33.1	14	946	949	944	2	2	3	4	3	4	4	4	3	1	3	2
33.2	13	953	956	949	1	1	2	2	2	0	4	4	2	1	2	3
33.3	13	952	949	953	2	1	1	3	3	1	3	0	7	0	4	3
33.4	11	947	946	954	1	1	3	4	3	2	2	2	3	3	0	2
33.5	12	954	954	953	4	2	2	3	2	0	1	0	3	3	1	2
33.6	12	946	953	953	2	6	2	0	2	4	1	4	1	2	3	4
33.7	9	945	951	962	4	2	1	1	1	3	3	2	3	0	3	0
33.8	9	945	949	950	2	3	1	2	5	1	2	6	3	5	1	3
33.9	8	949	955	946	2	1	2	2	4	1	1	3	1	1	3	4
34.	11	957	945	960	1	3	2	1	5	2	2	1	2	1	3	1
34.1	13	951	943	947	3	2	2	3	3	2	2	3	3	5	7	3
34.2	13	943	948	952	3	6	1	2	1	3	3	5	3	3	1	0
34.3	15	959	954	950	0	3	3	1	0	6	1	0	0	0	2	5
34.4	14	942	953	949	8	5	4	1	0	4	2	0	3	1	2	1
34.5	14	951	952	940	1	1	6	2	1	1	1	3	0	1	4	1
34.6	13	948	951	950	1	4	1	2	3	5	3	3	2	2	2	3
34.7	11	956	953	947	6	2	4	2	1	1	2	2	1	4	2	2
34.8	10	948	947	941	2	1	4	5	4	3	2	0	5	2	1	3
34.9	11	955	954	943	5	3	4	3	4	1	3	2	2	0	2	3
35.	13	944	949	951	3	6	1	3	7	2	1	3	5	4	1	1
35.1	15	952	938	947	3	1	2	4	4	2	1	1	6	1	3	4
35.2	15	944	955	945	5	4	2	0	5	1	1	1	2	5	1	1
35.3	12	951	948	946	4	3	6	1	1	1	1	3	4	2	3	2
35.4	11	951	952	953	3	2	3	0	4	1	1	0	2	0	4	5
35.5	9	953	946	956	2	4	3	2	1	3	1	0	5	3	0	0
35.6	9	954	953	946	1	1	0	5	0	1	5	0	3	1	3	1
35.7	11	946	958	956	0	1	1	1	3	1	1	5	1	4	2	4
35.8	12	936	946	945	3	3	3	2	4	6	3	4	0	6	4	1
35.9	10	952	944	950	3	7	4	6	1	1	2	1	2	4	4	2
36.	10	940	947	953	3	2	3	0	2	4	1	1	1	3	2	4
36.1	9	950	954	953	5	2	1	1	1	3	1	4	1	1	4	3
36.2	9	951	956	955	0	5	1	3	3	1	1	2	3	1	0	0
36.3	10	951	955	943	0	3	1	3	3	2	5	0	2	2	1	4
36.4	11	948	942	953	3	2	5	3	3	1	3	2	2	2	4	1
36.5	12	956	952	956	1	2	0	1	1	0	2	1	1	2	2	1
36.6	12	951	957	940	2	1	2	3	1	1	4	1	2	3	0	6
36.7	11	953	957	947	4	2	1	1	2	1	1	5	3	1	0	0
36.8	13	951	946	948	0	4	1	4	0	9	4	1	2	0	4	2
36.9	13	942	951	956	4	4	5	2	4	4	1	3	1	1	0	1
37.	13	954	954	947	2	8	2	3	1	1	1	4	1	4	3	3
37.1	11	948	948	947	3	2	2	1	1	2	4	2	3	2	0	3
37.2	10	942	939	945	1	7	4	4	3	5	3	4	1	3	3	2
37.3	11	954	948	945	2	1	1	1	3	4	1	4	2	2	3	1
37.4	11	950	941	947	5	5	1	0	3	1	2	1	0	2	2	1
37.5	12	958	945	948	3	3	2	7	0	2	2	1	1	0	3	4
37.6	12	957	945	954	0	2	2	2	2	1	1	3	2	1	1	1
37.7	9	945	952	952	2	4	1	2	2	2	1	0	1	0	0	3
37.8	10	948	946	954	1	5	3	2	1	4	3	0	1	0	3	2
37.9	9	940	951	949	2	1	1	2	2	0	2	4	1	2	1	1
38.	6	947	952	951	2	2	1	1	1	3	1	2	3	2	4	1
38.1	6	949	953	950	1	2	5	4	2	4	2	1	1	4	0	3
38.2	6	952	955	949	4	3	1	2	1	2	3	3	1	1	0	4
38.3	7	947	956	944	3	2	3	0	4	5	3	2	2	1	0	0
